reviewerID,overall,asin,unixReviewTime
3126,"[1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 5.0, 5.0]","[18, 610, 1275, 24, 2802, 21, 1046, 1046]","[17360.0, 17360.0, 17367.0, 17367.0, 17367.0, 17367.0, 17370.0, 17370.0]"
3127,"[5.0, 5.0, 5.0, 2.0, 5.0, 5.0]","[1756, 3406, 717, 3591, 427, 3037]","[16378.0, 16428.0, 16428.0, 16805.0, 16805.0, 16823.0]"
3128,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[860, 860, 5144, 644, 3949, 598]","[16390.0, 16390.0, 17498.0, 17498.0, 17581.0, 17581.0]"
3129,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1198, 1198, 1198, 486, 486, 1198]","[14942.0, 14942.0, 14942.0, 14942.0, 14942.0, 14942.0]"
3130,"[5.0, 3.0, 3.0, 2.0, 5.0]","[3634, 1209, 1209, 4358, 672]","[16816.0, 16816.0, 16816.0, 16835.0, 16931.0]"
3131,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[957, 957, 294, 4551, 4365, 3069]","[16119.0, 16119.0, 16563.0, 16615.0, 16670.0, 16670.0]"
3132,"[3.0, 5.0, 5.0, 3.0, 3.0, 2.0, 5.0]","[2257, 934, 934, 891, 891, 2339, 680]","[15243.0, 15801.0, 15801.0, 16300.0, 16300.0, 16450.0, 16503.0]"
3133,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1458, 620, 2219, 526, 2774]","[17215.0, 17231.0, 17530.0, 17531.0, 17565.0]"
3134,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1177, 1177, 1096, 685, 1096]","[17067.0, 17067.0, 17067.0, 17067.0, 17067.0]"
3135,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5066, 4112, 3846, 1999, 1999, 2481]","[16847.0, 16847.0, 16861.0, 17027.0, 17044.0, 17097.0]"
3136,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 2540, 2710, 3002, 3127, 3308, 2332]","[15982.0, 15982.0, 15982.0, 15982.0, 15982.0, 15982.0, 15982.0, 15982.0]"
3137,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[1780, 3542, 95, 5070, 5121, 4543, 504, 5147, 1391]","[17156.0, 17164.0, 17173.0, 17191.0, 17208.0, 17245.0, 17408.0, 17408.0, 17431.0]"
3138,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[2814, 5128, 2880, 1802, 2997, 1858]","[17120.0, 17394.0, 17504.0, 17655.0, 17657.0, 17681.0]"
3139,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1039, 1037, 1039, 1038, 1038]","[16253.0, 16253.0, 16253.0, 16265.0, 16265.0]"
3140,"[5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0]","[2412, 289, 2799, 5231, 135, 1058, 1058]","[15749.0, 15749.0, 15749.0, 15749.0, 16461.0, 16461.0, 16461.0]"
3141,"[1.0, 5.0, 5.0, 5.0, 5.0]","[140, 2757, 185, 1925, 297]","[15683.0, 15818.0, 15825.0, 15887.0, 15887.0]"
3142,"[5.0, 5.0, 3.0, 5.0, 5.0]","[1544, 33, 3539, 988, 988]","[16352.0, 16352.0, 16352.0, 16954.0, 16954.0]"
3143,"[4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0]","[3239, 2136, 2148, 1965, 2148, 4701, 1965]","[16688.0, 16769.0, 16769.0, 16769.0, 16769.0, 16769.0, 16769.0]"
3144,"[5.0, 5.0, 5.0, 5.0, 5.0]","[462, 461, 468, 471, 474]","[15718.0, 15718.0, 15737.0, 16198.0, 16336.0]"
3145,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3127, 3308, 2540, 2710, 2332, 510, 3002, 159]","[15950.0, 15950.0, 15950.0, 15950.0, 15950.0, 15950.0, 15950.0, 15950.0]"
3146,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5261, 1088, 1088, 18, 610, 610, 18]","[16987.0, 16987.0, 16987.0, 17122.0, 17122.0, 17122.0, 17122.0]"
3147,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[3467, 4130, 3651, 1021, 1021, 5395, 3530, 4853, 4752]","[17199.0, 17329.0, 17364.0, 17364.0, 17364.0, 17396.0, 17547.0, 17549.0, 17700.0]"
3148,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[4979, 1165, 1165, 5270, 3012, 5090]","[16881.0, 17062.0, 17062.0, 17639.0, 17644.0, 17744.0]"
3149,"[5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2694, 3901, 5073, 3561, 2978, 4075, 3013, 3122, 5041, 25, 3875, 4130, 3651, 25, 1746, 4128, 3651, 111]","[15952.0, 16581.0, 16906.0, 16913.0, 17001.0, 17147.0, 17238.0, 17329.0, 17329.0, 17332.0, 17334.0, 17334.0, 17334.0, 17334.0, 17334.0, 17336.0, 17336.0, 17336.0]"
3150,"[5.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[1302, 2006, 3412, 106, 200, 2336]","[14939.0, 16104.0, 16536.0, 16819.0, 16819.0, 17316.0]"
3151,"[3.0, 4.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0]","[3544, 215, 4518, 2114, 3030, 4038, 2273, 4626, 3260, 5150]","[16144.0, 16215.0, 16280.0, 16280.0, 16373.0, 16410.0, 16739.0, 16783.0, 16876.0, 16947.0]"
3152,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3002, 3308, 3127, 510, 2540, 159, 2710, 2332]","[16999.0, 16999.0, 16999.0, 16999.0, 16999.0, 16999.0, 16999.0, 16999.0]"
3153,"[1.0, 4.0, 4.0, 2.0, 2.0]","[5074, 1162, 1162, 1154, 1577]","[17170.0, 17227.0, 17227.0, 17227.0, 17227.0]"
3154,"[5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 2.0, 5.0, 5.0]","[958, 2869, 4214, 4143, 321, 1510, 1746, 4357, 5216]","[16128.0, 16225.0, 16381.0, 16395.0, 16551.0, 17307.0, 17342.0, 17685.0, 17720.0]"
3155,"[3.0, 1.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 2.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[4046, 2987, 4745, 3707, 1894, 4549, 4972, 5105, 2395, 4978, 4904, 3561, 4970, 1514, 5168, 1167, 1167, 1111, 1111, 1095, 1095, 5317, 5241, 3623, 5236, 4130, 3651, 111, 4904, 5157, 984, 984]","[16277.0, 16282.0, 16725.0, 16727.0, 16737.0, 16777.0, 16800.0, 16871.0, 16881.0, 16883.0, 16904.0, 16915.0, 16973.0, 17001.0, 17005.0, 17049.0, 17049.0, 17049.0, 17049.0, 17057.0, 17057.0, 17061.0, 17078.0, 17151.0, 17182.0, 17336.0, 17345.0, 17347.0, 17381.0, 17452.0, 17498.0, 17498.0]"
3156,"[5.0, 5.0, 5.0, 5.0, 5.0]","[932, 932, 1577, 1577, 4380]","[15050.0, 15050.0, 15050.0, 15128.0, 17286.0]"
3157,"[4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0]","[1757, 1924, 2884, 2485, 2320, 675, 3977, 674]","[15947.0, 15947.0, 15962.0, 16028.0, 16210.0, 16231.0, 16639.0, 16947.0]"
3158,"[5.0, 5.0, 5.0, 5.0, 5.0]","[18, 610, 20, 212, 1519]","[17275.0, 17275.0, 17405.0, 17405.0, 17405.0]"
3159,"[1.0, 1.0, 5.0, 5.0, 5.0]","[934, 934, 934, 934, 1309]","[15783.0, 15783.0, 15916.0, 15916.0, 16348.0]"
3160,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1965, 1965, 1965, 2148, 2148, 2148]","[16261.0, 16261.0, 16261.0, 16261.0, 16261.0, 16261.0]"
3161,"[5.0, 5.0, 5.0, 5.0, 2.0]","[2736, 1150, 1150, 1705, 3802]","[15970.0, 16049.0, 16049.0, 16397.0, 16397.0]"
3162,"[4.0, 4.0, 3.0, 2.0, 2.0]","[920, 920, 1509, 1074, 1074]","[15701.0, 15701.0, 15701.0, 15779.0, 15779.0]"
3163,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3127, 3308, 3002, 2710, 2540, 2332, 159, 510]","[16561.0, 16561.0, 16561.0, 16561.0, 16561.0, 16561.0, 16561.0, 16561.0]"
3164,"[4.0, 5.0, 5.0, 5.0, 5.0]","[1277, 3624, 1088, 5261, 1088]","[14216.0, 16121.0, 16128.0, 16128.0, 16128.0]"
3165,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[382, 384, 386, 375, 3044, 4741]","[17004.0, 17077.0, 17239.0, 17414.0, 17626.0, 17626.0]"
3166,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2375, 3802, 2378, 2375, 2936]","[16215.0, 16317.0, 16317.0, 16317.0, 16317.0]"
3167,"[4.0, 5.0, 5.0, 5.0, 5.0]","[3843, 2610, 3842, 4424, 2606]","[16981.0, 16981.0, 16981.0, 16981.0, 17130.0]"
3168,"[2.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 2.0, 3.0]","[1437, 1627, 3123, 977, 977, 3259, 1520, 808, 2726]","[15979.0, 16049.0, 16049.0, 16124.0, 16124.0, 16317.0, 16341.0, 16403.0, 17374.0]"
3169,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1910, 427, 644, 3406, 3528, 4613, 717, 3520, 4829, 3529, 1745]","[17441.0, 17441.0, 17441.0, 17441.0, 17441.0, 17441.0, 17441.0, 17441.0, 17441.0, 17441.0, 17441.0]"
3170,"[4.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[2985, 4346, 3288, 3452, 1910, 1387]","[16404.0, 16588.0, 16588.0, 16627.0, 16647.0, 16671.0]"
3171,"[5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0]","[2292, 2355, 2102, 879, 879, 1249, 3069]","[15864.0, 15864.0, 16372.0, 16380.0, 16380.0, 16482.0, 16486.0]"
3172,"[5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[1620, 1620, 358, 508, 3283, 25, 111, 3885, 1852]","[14771.0, 14771.0, 15846.0, 16507.0, 16769.0, 17334.0, 17339.0, 17600.0, 17616.0]"
3173,"[3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 3.0, 2.0, 4.0]","[2521, 1064, 1064, 2643, 3544, 3444, 1920, 4697, 5319, 3012]","[15918.0, 15925.0, 15925.0, 16101.0, 16135.0, 16260.0, 16873.0, 16998.0, 17052.0, 17668.0]"
3174,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1786, 1965, 2148, 1965, 2148, 2148, 1965]","[16160.0, 16296.0, 16296.0, 16347.0, 16347.0, 16347.0, 16347.0]"
3175,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0]","[481, 2480, 953, 953, 1372, 1901, 723, 946, 946, 3282, 3722, 3491, 1382, 4392, 3825, 3901, 1391, 4530, 4527, 4519, 4618, 2189, 4845, 3492, 4505, 4389, 320, 712, 3490, 95, 3902, 4108, 90, 3607, 700, 5103, 4980, 4832, 5081, 5177, 4751, 3681, 3905, 2608, 5369, 5366, 4074, 4075, 1833, 837, 3875, 4130, 4130, 25, 5128, 5374, 4867, 1044, 1044, 5148]","[15422.0, 15490.0, 15498.0, 15498.0, 15706.0, 15756.0, 16062.0, 16138.0, 16138.0, 16291.0, 16296.0, 16469.0, 16469.0, 16517.0, 16549.0, 16592.0, 16634.0, 16645.0, 16645.0, 16658.0, 16689.0, 16704.0, 16722.0, 16728.0, 16728.0, 16730.0, 16734.0, 16735.0, 16735.0, 16741.0, 16742.0, 16767.0, 16841.0, 16841.0, 16845.0, 16876.0, 16883.0, 16912.0, 16941.0, 16946.0, 16977.0, 17000.0, 17052.0, 17056.0, 17100.0, 17106.0, 17138.0, 17144.0, 17232.0, 17279.0, 17338.0, 17339.0, 17339.0, 17350.0, 17384.0, 17385.0, 17393.0, 17395.0, 17395.0, 17400.0]"
3176,"[5.0, 5.0, 5.0, 5.0, 5.0]","[672, 1628, 211, 4741, 4969]","[17007.0, 17007.0, 17007.0, 17698.0, 17698.0]"
3177,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[221, 221, 221, 221, 221, 221, 652, 9, 221, 221, 221, 221, 221, 221, 221, 221, 221, 221, 221]","[17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0, 17361.0]"
3178,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3991, 4803, 3155, 3541, 4142]","[17571.0, 17571.0, 17586.0, 17611.0, 17611.0]"
3179,"[4.0, 4.0, 3.0, 2.0, 4.0, 1.0, 2.0, 5.0, 3.0, 3.0, 5.0, 3.0, 5.0, 4.0, 1.0, 2.0, 2.0]","[879, 879, 4097, 4029, 3902, 2159, 4418, 2429, 4970, 4968, 4532, 3651, 3875, 25, 4975, 504, 5009]","[16377.0, 16377.0, 16388.0, 16493.0, 16729.0, 16816.0, 16820.0, 16843.0, 16966.0, 16977.0, 17275.0, 17353.0, 17418.0, 17473.0, 17639.0, 17639.0, 17734.0]"
3180,"[3.0, 3.0, 4.0, 4.0, 3.0]","[1952, 4844, 759, 5081, 5321]","[16577.0, 16756.0, 16913.0, 16970.0, 17083.0]"
3181,"[2.0, 2.0, 3.0, 5.0, 4.0, 4.0, 2.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0]","[988, 988, 2415, 4029, 3415, 3645, 4979, 4980, 3858, 4983, 2942, 1746, 5272]","[16088.0, 16088.0, 16396.0, 16506.0, 16623.0, 16876.0, 16890.0, 16895.0, 17208.0, 17239.0, 17289.0, 17337.0, 17679.0]"
3182,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[196, 347, 40, 194, 1354, 1425, 425, 348, 40, 1955, 1354]","[15522.0, 15522.0, 15638.0, 15638.0, 15638.0, 16048.0, 16048.0, 16048.0, 16048.0, 16076.0, 16078.0]"
3183,"[5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 1.0, 1.0, 4.0, 4.0, 5.0, 5.0]","[2148, 1965, 2148, 1965, 1965, 2148, 2671, 2651, 2137, 2022, 1965, 2148, 1965, 2148, 1965, 2148]","[15636.0, 15636.0, 15674.0, 15674.0, 15674.0, 15674.0, 15686.0, 15686.0, 15686.0, 15713.0, 15787.0, 15787.0, 15791.0, 15791.0, 15817.0, 15817.0]"
3184,"[5.0, 1.0, 3.0, 3.0, 1.0]","[1279, 1488, 1203, 1203, 1488]","[15931.0, 16163.0, 16473.0, 16473.0, 16626.0]"
3185,"[5.0, 4.0, 2.0, 5.0, 2.0]","[1218, 3490, 5065, 1802, 408]","[16382.0, 16727.0, 17147.0, 17629.0, 17655.0]"
3186,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2969, 2530, 3340, 992, 992, 4307]","[16294.0, 16447.0, 16447.0, 16628.0, 16628.0, 16628.0]"
3187,"[1.0, 5.0, 5.0, 5.0, 5.0]","[1874, 1556, 2547, 2842, 4610]","[16084.0, 16084.0, 16683.0, 16683.0, 16810.0]"
3188,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2208, 2209, 2204, 2342, 1108, 1108, 1150, 1150, 2210, 2669, 1580, 903, 903, 3230, 4557, 4526, 4832, 1095, 1095, 2608, 4616, 5302, 841]","[15389.0, 15454.0, 15481.0, 15481.0, 15499.0, 15499.0, 15600.0, 15600.0, 15702.0, 15794.0, 16125.0, 16362.0, 16362.0, 16369.0, 16632.0, 16640.0, 16922.0, 17059.0, 17059.0, 17069.0, 17173.0, 17214.0, 17282.0]"
3189,"[4.0, 4.0, 5.0, 5.0, 4.0, 3.0]","[4615, 2965, 3649, 3739, 3261, 4903]","[17226.0, 17226.0, 17258.0, 17317.0, 17702.0, 17725.0]"
3190,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1965, 2148, 2148, 1965, 1965, 2148]","[15944.0, 15944.0, 15995.0, 15995.0, 15999.0, 15999.0]"
3191,"[5.0, 2.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 2.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0, 3.0, 5.0, 3.0, 5.0, 4.0, 3.0, 5.0, 3.0, 5.0, 5.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 4.0, 2.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 5.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0]","[1500, 1879, 663, 764, 764, 2024, 3731, 1209, 1209, 2441, 3798, 643, 791, 2417, 2522, 958, 958, 3302, 3805, 3063, 783, 3929, 3634, 1730, 438, 3930, 2920, 2892, 883, 883, 4386, 4280, 3762, 95, 3527, 1894, 3408, 4109, 5105, 2395, 5103, 3260, 4979, 4904, 3889, 4755, 5165, 3020, 5382, 1167, 1167, 1144, 1144, 5118, 4506, 2168, 502, 4074, 2843, 1632, 1780, 3133, 5310, 1034, 1034, 3859, 3860, 5347, 1833, 5354, 3742, 1563, 3779, 5353, 5386, 841, 1510, 25, 4130, 25, 4130, 4130, 1412, 3751, 4799, 5369, 4349, 3961, 1300, 3012, 4752, 5009, 644, 4028, 4469]","[14444.0, 14448.0, 14457.0, 14496.0, 14496.0, 15199.0, 15218.0, 15493.0, 15493.0, 15555.0, 15570.0, 15667.0, 15944.0, 15950.0, 16099.0, 16102.0, 16102.0, 16191.0, 16217.0, 16217.0, 16246.0, 16374.0, 16375.0, 16388.0, 16425.0, 16444.0, 16487.0, 16585.0, 16670.0, 16670.0, 16671.0, 16703.0, 16729.0, 16730.0, 16735.0, 16743.0, 16777.0, 16848.0, 16874.0, 16875.0, 16876.0, 16878.0, 16879.0, 16902.0, 16983.0, 16991.0, 16991.0, 17005.0, 17009.0, 17045.0, 17045.0, 17054.0, 17054.0, 17089.0, 17095.0, 17101.0, 17121.0, 17153.0, 17155.0, 17163.0, 17166.0, 17195.0, 17196.0, 17200.0, 17200.0, 17205.0, 17209.0, 17211.0, 17236.0, 17256.0, 17258.0, 17262.0, 17264.0, 17266.0, 17268.0, 17277.0, 17277.0, 17334.0, 17351.0, 17351.0, 17353.0, 17357.0, 17394.0, 17395.0, 17405.0, 17408.0, 17471.0, 17628.0, 17628.0, 17635.0, 17647.0, 17658.0, 17670.0, 17696.0, 17717.0]"
3192,"[4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4723, 4770, 4724, 95, 1938, 3492, 654, 4817, 4067, 4508, 4209, 5116, 1623, 1514, 3460, 3028, 5241, 5118, 839, 5369, 5182, 2698, 5279, 3623, 1780, 2843, 5281, 5070, 3468, 5197, 3773, 4543, 3651, 4130]","[16677.0, 16689.0, 16722.0, 16729.0, 16730.0, 16738.0, 16764.0, 16769.0, 16769.0, 16778.0, 16794.0, 16924.0, 16982.0, 16995.0, 17046.0, 17055.0, 17078.0, 17079.0, 17101.0, 17115.0, 17141.0, 17153.0, 17162.0, 17168.0, 17169.0, 17179.0, 17184.0, 17191.0, 17236.0, 17236.0, 17317.0, 17342.0, 17348.0, 17396.0]"
3193,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1058, 1058, 135, 2494, 4368]","[16573.0, 16573.0, 16573.0, 16912.0, 17715.0]"
3194,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1209, 1209, 1187, 933, 933, 1166, 1166]","[16877.0, 16877.0, 16877.0, 17056.0, 17056.0, 17291.0, 17291.0]"
3195,"[5.0, 3.0, 5.0, 5.0, 5.0]","[1074, 679, 1074, 551, 2388]","[15993.0, 15993.0, 15993.0, 16526.0, 17276.0]"
3196,"[5.0, 5.0, 5.0, 5.0, 1.0, 5.0]","[135, 1058, 934, 1058, 1239, 934]","[15684.0, 15684.0, 15684.0, 15684.0, 15684.0, 15684.0]"
3197,"[1.0, 1.0, 5.0, 5.0, 5.0]","[227, 2098, 5370, 5368, 5182]","[16646.0, 16646.0, 17247.0, 17247.0, 17247.0]"
3198,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0]","[1058, 1058, 135, 1058, 135, 1058, 2698]","[15660.0, 15660.0, 15660.0, 16070.0, 16070.0, 16070.0, 16103.0]"
3199,"[4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0]","[3665, 3259, 4291, 3377, 3614, 5286, 4797]","[16424.0, 16459.0, 16493.0, 16498.0, 16866.0, 16993.0, 17268.0]"
3200,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[903, 903, 2465, 3788, 2306, 1397, 2837, 3537]","[15831.0, 15831.0, 16435.0, 16435.0, 16578.0, 16578.0, 16848.0, 16848.0]"
3201,"[5.0, 5.0, 4.0, 5.0, 4.0, 5.0]","[1952, 3772, 615, 1196, 630, 1196]","[15895.0, 16391.0, 16575.0, 16575.0, 16575.0, 16575.0]"
3202,"[4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[3568, 2279, 238, 4438, 4817, 2730, 4125, 2544]","[16121.0, 16121.0, 16550.0, 16735.0, 16860.0, 16861.0, 16861.0, 16861.0]"
3203,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[3115, 977, 2206, 977, 1648, 719, 695, 1079, 1079]","[16631.0, 16774.0, 16774.0, 16774.0, 16891.0, 17132.0, 17132.0, 17232.0, 17232.0]"
3204,"[3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1605, 2089, 1867, 625, 1552, 3113, 4046, 2716, 1090, 1090, 685, 1103, 1103, 4606, 1172, 1177, 1177, 2966]","[15145.0, 15355.0, 15455.0, 15933.0, 15933.0, 16265.0, 16309.0, 16685.0, 16685.0, 16685.0, 16787.0, 16920.0, 16920.0, 16966.0, 17012.0, 17012.0, 17012.0, 17151.0]"
3205,"[3.0, 4.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[455, 454, 2479, 858, 858, 66, 407, 557, 297, 448, 1580]","[15815.0, 15837.0, 15838.0, 15842.0, 15842.0, 15842.0, 15853.0, 15853.0, 15855.0, 15855.0, 15909.0]"
3206,"[5.0, 5.0, 4.0, 4.0, 1.0]","[764, 764, 1036, 1036, 2920]","[16758.0, 16758.0, 16758.0, 16758.0, 16910.0]"
3207,"[3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 5.0, 3.0, 5.0, 5.0, 3.0, 3.0, 4.0]","[946, 946, 4333, 5035, 4976, 5163, 3466, 721, 5277, 5307, 3470, 4130, 3875, 3881, 3012, 4107, 644]","[16135.0, 16135.0, 16472.0, 16897.0, 16907.0, 16994.0, 16994.0, 17103.0, 17120.0, 17149.0, 17207.0, 17332.0, 17344.0, 17388.0, 17648.0, 17659.0, 17672.0]"
3208,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1141, 1140, 1140, 1141, 253]","[16110.0, 16110.0, 16110.0, 16110.0, 16570.0]"
3209,"[5.0, 4.0, 5.0, 4.0, 5.0, 4.0]","[267, 1275, 24, 1519, 1219, 20]","[16463.0, 17526.0, 17526.0, 17526.0, 17526.0, 17526.0]"
3210,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0]","[215, 4439, 4505, 4125, 4109, 111, 25, 2880, 1746, 3651]","[16203.0, 16575.0, 16741.0, 16744.0, 16850.0, 17453.0, 17473.0, 17491.0, 17524.0, 17536.0]"
3211,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2248, 135, 135, 135, 726, 1058, 1058, 1058, 1058, 1058, 1058]","[16217.0, 16521.0, 16521.0, 16521.0, 16521.0, 16521.0, 16521.0, 16521.0, 16521.0, 16521.0, 16521.0]"
3212,"[5.0, 5.0, 5.0, 4.0, 2.0]","[1621, 2145, 2610, 4894, 3662]","[16859.0, 16859.0, 16859.0, 16859.0, 16859.0]"
3213,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[556, 5134, 991, 991, 1600, 4521]","[15970.0, 16977.0, 17119.0, 17119.0, 17119.0, 17481.0]"
3214,"[4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 4.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0]","[445, 1613, 1614, 138, 3229, 1469, 4529, 4274, 4848, 3226, 3341, 5318, 1833, 1363]","[16136.0, 16311.0, 16311.0, 16322.0, 16357.0, 16498.0, 16640.0, 16659.0, 16770.0, 16879.0, 16879.0, 17051.0, 17227.0, 17470.0]"
3215,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1382, 2466, 4, 4645, 1963, 3313]","[16133.0, 16382.0, 16864.0, 17334.0, 17358.0, 17378.0]"
3216,"[5.0, 5.0, 5.0, 5.0, 5.0]","[18, 610, 3265, 4260, 5065]","[17410.0, 17410.0, 17410.0, 17410.0, 17410.0]"
3217,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[3477, 351, 3848, 40, 4755, 21, 344, 4707]","[16814.0, 16826.0, 16826.0, 16854.0, 17088.0, 17223.0, 17254.0, 17281.0]"
