,reviewerID,overall,asin,unixReviewTime
3411,3412,"[4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 2.0, 3.0]","[2643, 3796, 2114, 3030, 525, 4512, 3475, 4845, 3708, 4109, 4369, 5069, 5382, 5317, 5318, 4825, 5241, 3859, 4364, 3651, 25, 25, 3651]","[3489.0, 3600.0, 3684.0, 3780.0, 3879.0, 3959.0, 4094.0, 4125.0, 4139.0, 4258.0, 4273.0, 4383.0, 4409.0, 4459.0, 4462.0, 4472.0, 4477.0, 4612.0, 4650.0, 4745.0, 4756.0, 4758.0, 4758.001]"
3412,3413,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[3002, 510, 2540, 159, 3308, 3127, 2710, 2332]","[3430.0, 3430.001, 3430.002, 3430.003, 3430.004, 3430.005, 3430.006, 3430.007]"
3413,3414,"[4.0, 4.0, 3.0, 5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0]","[3796, 3929, 4154, 4044, 321, 4439, 2686, 1403, 4801, 4792, 5172, 3559, 4968, 3889, 4480, 4826, 5146, 4975, 2843]","[3641.0, 3777.0, 3783.0, 3841.0, 3962.0, 3962.001, 4131.0, 4134.0, 4147.0, 4158.0, 4288.0, 4298.0, 4371.0, 4392.0, 4394.0, 4483.0, 4781.0, 4950.0, 4967.0]"
3414,3415,"[1.0, 5.0, 1.0, 1.0, 5.0, 1.0]","[2318, 2382, 1747, 2013, 4545, 4916]","[4243.0, 4532.0, 4715.0, 4752.0, 4752.001, 4789.0]"
3415,3416,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[860, 860, 316, 3353, 2270, 4891]","[3324.0, 3324.001, 3461.0, 3461.001, 3981.0, 4318.0]"
3416,3417,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[934, 934, 3873, 934, 934, 1612, 1425, 4510, 3715]","[4103.0, 4103.001, 4103.002, 4209.0, 4209.001, 4209.002, 4209.003, 4347.0, 4375.0]"
3417,3418,"[5.0, 5.0, 5.0, 5.0, 5.0]","[156, 156, 155, 155, 1325]","[4223.0, 4223.001, 4223.002, 4223.003, 4255.0]"
3418,3419,"[4.0, 5.0, 5.0, 5.0, 5.0]","[66, 578, 205, 620, 2750]","[4188.0, 4188.001, 4188.002, 4202.0, 4202.001]"
3419,3420,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1036, 1036, 2612, 1036, 1036]","[3369.0, 3369.001, 3369.002, 3369.003, 3369.004]"
3420,3421,"[1.0, 2.0, 1.0, 5.0, 5.0, 4.0, 4.0, 2.0, 3.0, 5.0]","[2103, 3936, 3941, 3413, 525, 4633, 4724, 1938, 2544, 5320]","[3773.0, 3776.0, 3780.0, 3833.0, 3875.0, 4021.0, 4125.0, 4133.0, 4178.0, 4532.0]"
3421,3422,"[5.0, 4.0, 5.0, 5.0, 5.0]","[1508, 1747, 49, 55, 52]","[3096.0, 3820.0, 3820.001, 3820.002, 3820.003]"
3422,3423,"[5.0, 5.0, 5.0, 4.0, 5.0]","[1170, 1170, 1152, 186, 1152]","[4159.0, 4159.001, 4166.0, 4166.001, 4166.002]"
3423,3424,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1058, 1058, 550, 135, 1058, 135, 1258, 1058]","[3600.0, 3600.001, 3600.002, 3600.003, 3602.0, 3602.001, 3602.002, 3602.003]"
3424,3425,"[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 5.0, 3.0, 3.0, 2.0]","[156, 1965, 2148, 2372, 155, 680, 3360, 1753, 1753, 699]","[3139.0, 3139.001, 3139.002, 3139.003, 3139.004, 3478.0, 3707.0, 4170.0, 4170.001, 4900.0]"
3425,3426,"[5.0, 5.0, 5.0, 5.0, 5.0]","[5066, 4471, 4469, 1978, 1982]","[3678.0, 3678.001, 3678.002, 3678.003, 3678.004]"
3426,3427,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0]","[4506, 4074, 3470, 5197, 1833, 1511, 721, 4130, 3875, 5369]","[4502.0, 4543.0, 4598.0, 4629.0, 4634.0, 4697.0, 4704.0, 4739.0, 4745.0, 4804.0]"
3427,3428,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3002, 159, 510, 2332, 2540, 2710, 3127, 3308]","[3366.0, 3366.001, 3366.002, 3366.003, 3366.004, 3366.005, 3366.006, 3366.007]"
3428,3429,"[5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[3734, 9, 4591, 4724, 4880, 4882, 1938, 3103, 2189, 2686, 4389, 654, 4745, 721, 4972, 3607, 759, 3020, 3681, 5241, 5182, 95, 5070, 4923, 4543, 4921, 1510, 1511, 1746, 4130, 5375, 4734, 1321, 5136]","[3870.0, 3955.0, 4104.0, 4110.0, 4112.0, 4113.0, 4115.0, 4133.0, 4146.0, 4146.001, 4150.0, 4151.0, 4172.0, 4174.0, 4201.0, 4252.0, 4286.0, 4408.0, 4413.0, 4509.0, 4575.0, 4579.0, 4590.0, 4644.0, 4654.0, 4657.0, 4677.0, 4681.0, 4735.0, 4740.0, 4782.0, 4796.0, 4817.0, 5038.0]"
3429,3430,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1088, 1088, 5261, 1088, 1088]","[2847.0, 2847.001, 3745.0, 3745.001, 3745.002]"
3430,3431,"[5.0, 5.0, 5.0, 2.0, 5.0]","[1058, 1058, 135, 4590, 751]","[4341.0, 4341.001, 4341.002, 4341.003, 4483.0]"
3431,3432,"[5.0, 5.0, 2.0, 5.0, 2.0, 5.0, 4.0]","[305, 1965, 1965, 2148, 2148, 2908, 5235]","[4367.0, 4367.001, 4367.002, 4367.003, 4367.004, 4367.005, 4938.0]"
3432,3433,"[4.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[1910, 878, 878, 1071, 2252, 1071]","[2803.0, 3104.0, 3104.001, 3355.0, 3355.001, 3355.002]"
3433,3434,"[4.0, 4.0, 5.0, 5.0, 5.0]","[1081, 1081, 470, 464, 461]","[3899.0, 3899.001, 3911.0, 3911.001, 3918.0]"
3434,3435,"[5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0]","[649, 697, 1275, 1519, 2036, 2837, 20, 611]","[4147.0, 4147.001, 4147.002, 4147.003, 4147.004, 4147.005, 4147.006, 4346.0]"
3435,3436,"[3.0, 5.0, 5.0, 5.0, 2.0]","[2187, 2061, 1651, 3176, 676]","[3161.0, 3161.001, 3161.002, 3637.0, 3835.0]"
3436,3437,"[5.0, 5.0, 5.0, 5.0, 5.0]","[295, 1884, 1132, 1132, 1885]","[3232.0, 3740.0, 3998.0, 3998.001, 4019.0]"
3437,3438,"[4.0, 3.0, 5.0, 5.0, 3.0, 5.0]","[847, 5347, 5017, 504, 5018, 5256]","[3340.0, 4619.0, 4806.0, 4806.001, 4866.0, 5032.0]"
3438,3439,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2771, 3002, 2710, 2332, 2540, 3308, 510, 159, 3127]","[4397.0, 4415.0, 4415.001, 4415.002, 4415.003, 4415.004, 4415.005, 4415.006, 4415.007]"
3439,3440,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3565, 1338, 1031, 998, 998, 1031, 999, 999]","[3819.0, 3819.001, 3819.002, 3819.003, 3819.004, 3819.005, 3823.0, 3823.001]"
3440,3441,"[5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[2449, 1544, 3201, 3842, 2382, 1237, 4412, 3660, 2396]","[3503.0, 3749.0, 3750.0, 3777.0, 3781.0, 3787.0, 3895.0, 4003.0, 4158.0]"
3441,3442,"[4.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[1081, 1081, 576, 158, 2, 3531]","[4455.0, 4455.001, 4455.002, 4457.0, 4457.001, 4457.002]"
3442,3443,"[5.0, 5.0, 5.0, 5.0, 5.0]","[684, 1260, 1702, 2603, 2485]","[4109.0, 4109.001, 4109.002, 4109.003, 4219.0]"
3443,3444,"[5.0, 5.0, 5.0, 5.0, 5.0]","[443, 926, 926, 245, 246]","[1353.0, 1353.001, 1353.002, 1353.003, 1353.004]"
3444,3445,"[5.0, 5.0, 5.0, 5.0, 5.0]","[4574, 2016, 1058, 1058, 135]","[3408.0, 3408.001, 3408.002, 3408.003, 3408.004]"
3445,3446,"[5.0, 3.0, 5.0, 5.0, 5.0]","[1430, 4347, 2904, 2750, 4482]","[3828.0, 3995.0, 4008.0, 4008.001, 4541.0]"
3446,3447,"[2.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0]","[1753, 1753, 3211, 953, 953, 4385, 4894]","[3621.0, 3695.0, 3703.0, 4171.0, 4171.001, 4427.0, 4593.0]"
3447,3448,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[510, 3308, 3127, 2332, 2710, 2540, 159, 3002]","[4227.0, 4227.001, 4227.002, 4227.003, 4227.004, 4227.005, 4227.006, 4227.007]"
3448,3449,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0]","[159, 3308, 3127, 510, 2710, 2540, 2332, 3002, 1562]","[3691.0, 3691.001, 3691.002, 3691.003, 3691.004, 3691.005, 3691.006, 3691.007, 3975.0]"
3449,3450,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0]","[3126, 3202, 3203, 4312, 3291, 4322, 663, 1205, 2806, 4313, 4320, 4321, 3600]","[4153.0, 4153.001, 4153.002, 4304.0, 4304.001, 4311.0, 4311.001, 4311.002, 4311.003, 4311.004, 4311.005, 4311.006, 4311.007]"
3450,3451,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2908, 2148, 1965, 1965, 2148, 2148, 1965, 1965, 2148, 5398]","[2499.0, 3187.0, 3187.001, 4272.0, 4272.001, 4404.0, 4404.001, 4404.002, 4404.003, 4500.0]"
3451,3452,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 5.0, 5.0]","[1544, 1544, 689, 668, 1544, 2772, 629, 1757, 3374, 155, 156, 4675, 4719]","[3148.0, 3382.0, 3382.001, 3398.0, 3509.0, 3509.001, 3540.0, 3655.0, 3942.0, 4143.0, 4143.001, 4154.0, 4579.0]"
3452,3453,"[4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0]","[828, 778, 2335, 3582, 3227, 3187, 5380]","[3843.0, 3843.001, 3900.0, 3959.0, 4037.0, 4437.0, 4486.0]"
3453,3454,"[4.0, 4.0, 5.0, 4.0, 5.0, 4.0]","[505, 905, 903, 905, 903, 2729]","[3767.0, 3843.0, 3843.001, 3843.002, 3843.003, 4214.0]"
3454,3455,"[3.0, 4.0, 4.0, 2.0, 2.0, 2.0]","[2202, 2207, 2336, 486, 1198, 1198]","[3233.0, 3233.001, 4047.0, 4178.0, 4178.001, 4178.002]"
3455,3456,"[3.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0]","[883, 883, 4126, 721, 1894, 5103, 3838, 4970, 5168, 1144, 1144, 4074, 4075, 1510, 3963, 25, 5194, 4130, 25, 3545, 3651, 1606]","[4073.0, 4073.001, 4122.0, 4128.0, 4130.0, 4275.0, 4370.0, 4377.0, 4401.0, 4446.0, 4446.001, 4547.0, 4549.0, 4620.0, 4629.0, 4735.0, 4744.0, 4753.0, 4794.0, 4822.0, 4990.0, 5082.0]"
3456,3457,"[5.0, 5.0, 5.0, 5.0, 5.0]","[970, 970, 4658, 4659, 969]","[4265.0, 4265.001, 4352.0, 4352.001, 4352.002]"
3457,3458,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[510, 699, 2540, 3308, 3002, 2332, 159, 3127, 2710]","[3404.0, 3404.001, 3404.002, 3404.003, 3404.004, 3404.005, 3404.006, 3404.007, 3404.008]"
3458,3459,"[4.0, 5.0, 5.0, 5.0, 5.0]","[185, 1650, 1457, 3333, 2750]","[1614.0, 3903.0, 4087.0, 4574.0, 4840.0]"
3459,3460,"[4.0, 4.0, 3.0, 4.0, 3.0, 5.0, 4.0, 5.0, 3.0]","[215, 3815, 1730, 3545, 3992, 5106, 2375, 3580, 4107]","[3635.0, 3649.0, 3798.0, 4152.0, 4152.001, 4291.0, 4401.0, 4726.0, 5058.0]"
3460,3461,"[2.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[774, 1944, 1805, 2143, 929, 929]","[4221.0, 4221.001, 4537.0, 4537.001, 4614.0, 4614.001]"
3461,3462,"[4.0, 1.0, 5.0, 4.0, 1.0]","[1842, 3395, 2643, 4229, 5118]","[4221.0, 4395.0, 4617.0, 4767.0, 4907.0]"
3462,3463,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1124, 1124, 1122, 1121, 1122, 1121]","[3112.0, 3112.001, 3112.002, 3112.003, 3112.004, 3112.005]"
3463,3464,"[5.0, 5.0, 5.0, 1.0, 4.0]","[6, 1253, 2321, 1252, 285]","[3589.0, 3589.001, 3903.0, 3906.0, 3906.001]"
3464,3465,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1978, 4469, 3846, 3174, 1999]","[3595.0, 3595.001, 3595.002, 3595.003, 3595.004]"
3465,3466,"[3.0, 3.0, 5.0, 5.0, 5.0]","[1965, 2148, 2530, 2965, 3239]","[4553.0, 4553.001, 4553.002, 4553.003, 4553.004]"
3466,3467,"[2.0, 5.0, 2.0, 2.0, 5.0, 5.0, 3.0, 3.0, 3.0]","[4118, 594, 434, 3359, 3330, 111, 2984, 2350, 2348]","[3513.0, 3514.0, 3586.0, 3586.001, 3591.0, 3758.0, 3922.0, 3970.0, 3970.001]"
3467,3468,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4345, 2779, 2781, 2777, 2746, 592]","[4179.0, 4217.0, 4217.001, 4217.002, 4217.003, 4217.004]"
3468,3469,"[5.0, 2.0, 5.0, 5.0, 5.0]","[2589, 3591, 2027, 3456, 1809]","[4389.0, 4457.0, 4487.0, 4854.0, 4933.0]"
3469,3470,"[4.0, 4.0, 2.0, 2.0, 4.0]","[988, 988, 1544, 4340, 5139]","[4152.0, 4152.001, 4152.002, 4618.0, 5181.0]"
3470,3471,"[3.0, 4.0, 4.0, 3.0, 3.0]","[268, 4108, 4768, 1209, 1209]","[4212.0, 4262.0, 4675.0, 4683.0, 4683.001]"
3471,3472,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3318, 4786, 4611, 2196, 1369]","[4137.0, 4234.0, 4234.001, 4503.0, 4663.0]"
3472,3473,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1711, 715, 988, 988, 1898, 5393]","[3491.0, 3952.0, 3952.001, 3952.002, 3952.003, 4875.0]"
3473,3474,"[3.0, 5.0, 4.0, 4.0, 5.0]","[326, 238, 226, 1839, 222]","[3028.0, 3031.0, 3034.0, 3465.0, 4210.0]"
3474,3475,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1090, 1090, 3201, 4391, 4568, 3500, 1174, 1174, 1160, 1160, 1156]","[3976.0, 3976.001, 3976.002, 4072.0, 4137.0, 4210.0, 4210.001, 4210.002, 4210.003, 4210.004, 4237.0]"
3475,3476,"[2.0, 3.0, 4.0, 2.0, 1.0, 1.0, 1.0]","[190, 4893, 4028, 3211, 1811, 1746, 358]","[3336.0, 4396.0, 4409.0, 4598.0, 4799.0, 4922.0, 5038.0]"
3476,3477,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1852, 1147, 641, 643, 1147]","[4362.0, 4368.0, 4368.001, 4368.002, 4368.003]"
3477,3478,"[4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0]","[1177, 1177, 3530, 4749, 4188, 3012, 4028, 5220, 5216, 5090, 5219, 4381]","[4802.0, 4802.001, 4897.0, 5054.0, 5056.0, 5067.0, 5074.0, 5154.0, 5156.0, 5158.0, 5158.001, 5160.0]"
3478,3479,"[2.0, 2.0, 5.0, 5.0, 5.0, 1.0]","[1088, 1088, 1088, 5261, 1088, 161]","[3639.0, 3639.001, 3639.002, 3639.003, 3639.004, 4359.0]"
3479,3480,"[5.0, 5.0, 5.0, 2.0, 5.0]","[407, 2368, 2757, 2555, 2555]","[3243.0, 3243.001, 3747.0, 3747.001, 3747.002]"
3480,3481,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3468, 4364, 3469, 3467, 2637]","[5061.0, 5061.001, 5061.002, 5061.003, 5061.004]"
3481,3482,"[4.0, 4.0, 2.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0]","[3929, 2103, 3527, 1918, 4627, 5103, 4506, 4679, 1563, 4130, 25, 111, 1529]","[3786.0, 3786.001, 4137.0, 4152.0, 4164.0, 4278.0, 4497.0, 4664.0, 4664.001, 4734.0, 4737.0, 4752.0, 5054.0]"
3482,3483,"[5.0, 5.0, 4.0, 5.0, 5.0, 4.0]","[37, 39, 4794, 2623, 2583, 2563]","[4121.0, 4441.0, 4441.001, 4441.002, 4441.003, 4472.0]"
3483,3484,"[5.0, 3.0, 5.0, 5.0, 5.0]","[1965, 3239, 2116, 2149, 2148]","[3601.0, 3601.001, 3601.002, 3601.003, 3601.004]"
3484,3485,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3002, 2332, 510, 3308, 159, 2710, 2540, 3127]","[3733.0, 3733.001, 3733.002, 3733.003, 3733.004, 3733.005, 3733.006, 3733.007]"
3485,3486,"[5.0, 5.0, 3.0, 5.0, 5.0]","[1128, 1128, 2991, 267, 541]","[3835.0, 3835.001, 3835.002, 4060.0, 4662.0]"
3486,3487,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1753, 1753, 3239, 1753, 1753]","[3544.0, 3544.001, 3544.002, 3544.003, 3544.004]"
3487,3488,"[4.0, 3.0, 4.0, 3.0, 5.0, 5.0]","[2730, 2544, 3703, 5015, 4133, 2337]","[4139.0, 4163.0, 4280.0, 4304.0, 4748.0, 5042.0]"
3488,3489,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0]","[755, 1307, 1434, 987, 987, 909, 909, 1058, 1058, 135]","[3548.0, 3548.001, 3733.0, 4154.0, 4154.001, 4154.002, 4154.003, 4339.0, 4339.001, 4339.002]"
3489,3490,"[4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[2729, 60, 4826, 5281, 4130, 3875, 3651, 1746]","[3519.0, 3954.0, 4477.0, 4597.0, 5079.0, 5079.001, 5080.0, 5083.0]"
3490,3491,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2540, 3308, 2710, 510, 3002, 3127, 2332, 159]","[3572.0, 3572.001, 3572.002, 3572.003, 3572.004, 3572.005, 3572.006, 3572.007]"
3491,3492,"[5.0, 5.0, 5.0, 5.0, 5.0]","[610, 21, 18, 18, 610]","[4442.0, 4442.001, 4442.002, 4442.003, 4442.004]"
3492,3493,"[5.0, 5.0, 4.0, 2.0, 2.0, 5.0]","[1177, 1177, 4476, 4889, 4703, 3739]","[4325.0, 4325.001, 4325.002, 4793.0, 4793.001, 4793.002]"
3493,3494,"[4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.0, 4.0]","[2369, 4400, 5103, 3587, 3586, 1165, 1165, 5278, 5365, 1746, 4130, 3651, 111, 1338, 4932]","[3528.0, 4109.0, 4276.0, 4379.0, 4392.0, 4456.0, 4456.001, 4484.0, 4509.0, 4740.0, 4745.0, 4752.0, 4893.0, 5020.0, 5138.0]"
3494,3495,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1088, 5112, 3385, 1088, 5261]","[4656.0, 4656.001, 4656.002, 4656.003, 4656.004]"
3495,3496,"[5.0, 5.0, 5.0, 5.0, 5.0]","[934, 934, 210, 934, 934]","[3491.0, 3491.001, 4018.0, 4373.0, 4373.001]"
3496,3497,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2184, 2148, 2148, 1965, 1965]","[3887.0, 3937.0, 3937.001, 3937.002, 3937.003]"
3497,3498,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0]","[4774, 5167, 3773, 3183, 4532, 5029, 5157, 1661, 752]","[4569.0, 4628.0, 4655.0, 4668.0, 4668.001, 4668.002, 4690.0, 4705.0, 4729.0]"
3498,3499,"[5.0, 5.0, 5.0, 5.0, 5.0]","[865, 865, 1379, 1686, 2925]","[3021.0, 3021.001, 4115.0, 4513.0, 4527.0]"
3499,3500,"[5.0, 4.0, 2.0, 3.0, 3.0]","[1744, 4019, 4126, 4976, 4980]","[3396.0, 3973.0, 4134.0, 4295.0, 4297.0]"
3500,3501,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[686, 1104, 1104, 1150, 1150, 3324]","[3599.0, 3599.001, 3599.002, 3599.003, 3599.004, 3713.0]"
3501,3502,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2049, 2906, 1757, 2643, 636]","[2747.0, 3188.0, 3760.0, 4175.0, 4821.0]"
3502,3503,"[5.0, 5.0, 5.0, 5.0, 2.0]","[934, 934, 934, 934, 497]","[3674.0, 3674.001, 3791.0, 3791.001, 4250.0]"
3503,3504,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1198, 1198, 486, 1196, 1196, 1372]","[3932.0, 3932.001, 3932.002, 4649.0, 4649.001, 4649.002]"
3504,3505,"[5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 3.0, 5.0, 4.0, 4.0]","[3493, 1266, 3931, 4575, 5384, 2168, 5346, 5358, 3545, 1412]","[3651.0, 3794.0, 3846.0, 4159.0, 4424.0, 4503.0, 4604.0, 4836.0, 4842.0, 4842.001]"
3505,3506,"[5.0, 2.0, 3.0, 3.0, 5.0]","[5363, 3342, 729, 3322, 73]","[4809.0, 4883.0, 4961.0, 4977.0, 5030.0]"
3506,3507,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2869, 4280, 4501, 4925, 25, 5360]","[3640.0, 4111.0, 4185.0, 4204.0, 4748.0, 4823.0]"
3507,3508,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2207, 2211, 2209, 2205, 1639, 2831, 2832]","[3121.0, 3121.001, 3451.0, 3490.0, 3869.0, 4445.0, 4833.0]"
3508,3509,"[5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0]","[1861, 3619, 1965, 2148, 1884, 2787, 2515, 5213]","[4250.0, 4250.001, 4250.002, 4250.003, 4250.004, 4250.005, 5004.0, 5160.0]"
3509,3510,"[5.0, 3.0, 5.0, 4.0, 3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0]","[479, 310, 3250, 4466, 5150, 1045, 1045, 3903, 1517, 4966, 5136, 1858]","[3874.0, 3952.0, 4143.0, 4274.0, 4354.0, 4688.0, 4688.001, 4851.0, 4910.0, 4985.0, 5035.0, 5062.0]"
3510,3511,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[2643, 2576, 320, 3500, 4395, 714, 2429, 5102]","[3485.0, 4065.0, 4141.0, 4246.0, 4247.0, 4251.0, 4252.0, 4298.0]"
3511,3512,"[3.0, 3.0, 3.0, 3.0, 3.0]","[988, 988, 1998, 3849, 3817]","[3961.0, 3961.001, 3961.002, 4004.0, 4041.0]"
3512,3513,"[3.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[1910, 1996, 5132, 942, 942, 1918, 1604]","[4286.0, 4292.0, 4804.0, 4845.0, 4845.001, 5044.0, 5060.0]"
3513,3514,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2066, 2637, 3360, 3816, 3849]","[3930.0, 3930.001, 3930.002, 3930.003, 3930.004]"
3514,3515,"[5.0, 5.0, 5.0, 5.0, 2.0, 2.0]","[1016, 796, 342, 1016, 1860, 427]","[4062.0, 4062.001, 4062.002, 4062.003, 4195.0, 4195.001]"
3515,3516,"[4.0, 5.0, 5.0, 5.0, 2.0]","[24, 1088, 1088, 5261, 5325]","[4002.0, 4471.0, 4471.001, 4471.002, 4474.0]"
3516,3517,"[5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0]","[2033, 2064, 1177, 1177, 22, 2234, 5184, 4286, 4791, 4922]","[4024.0, 4075.0, 4911.0, 4911.001, 4948.0, 4960.0, 4973.0, 4973.001, 4974.0, 5109.0]"
3517,3518,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1539, 2582, 1126, 3086, 1126]","[3394.0, 3835.0, 3835.001, 3835.002, 3835.003]"
3518,3519,"[5.0, 5.0, 5.0, 5.0, 5.0]","[4587, 3020, 5226, 4584, 4976]","[4069.0, 4370.0, 4370.001, 4691.0, 4691.001]"
3519,3520,"[5.0, 3.0, 3.0, 2.0, 4.0]","[451, 3941, 3030, 2415, 4079]","[3546.0, 3780.0, 3787.0, 3787.001, 3991.0]"
3520,3521,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0]","[2481, 3155, 832, 1990, 960, 960, 2481]","[3374.0, 3374.001, 3572.0, 3572.001, 3874.0, 3874.001, 4515.0]"
3521,3522,"[5.0, 5.0, 2.0, 5.0, 4.0, 4.0]","[856, 856, 81, 4331, 4175, 3873]","[3644.0, 3644.001, 3644.002, 3910.0, 3910.001, 3915.0]"
3522,3523,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[4302, 769, 2606, 3057, 3852, 4428, 1943, 2901]","[4344.0, 4344.001, 4344.002, 4344.003, 4344.004, 4344.005, 4393.0, 4618.0]"
3523,3524,"[4.0, 4.0, 4.0, 5.0, 4.0, 4.0]","[3780, 2939, 3634, 4143, 1345, 4273]","[3584.0, 3593.0, 3780.0, 3789.0, 3790.0, 3876.0]"
3524,3525,"[3.0, 5.0, 5.0, 5.0, 3.0, 1.0, 5.0]","[3516, 4635, 3306, 1793, 3626, 4284, 3360]","[4165.0, 4165.001, 4165.002, 4165.003, 4165.004, 4165.005, 4198.0]"
3525,3526,"[5.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[578, 1058, 135, 1058, 2903, 707, 903, 903, 905, 905, 519, 454]","[3476.0, 3652.0, 3652.001, 3652.002, 3674.0, 3708.0, 3708.001, 3708.002, 3708.003, 3708.004, 3763.0, 3876.0]"
3526,3527,"[5.0, 5.0, 5.0, 5.0, 5.0]","[109, 4106, 4270, 164, 757]","[3518.0, 3826.0, 3852.0, 4676.0, 4890.0]"
