asin,overall,reviewerID,unixReviewTime
2946,[5.0],[2174],[16616.0]
2947,[1.0],[3249],[16420.0]
2948,"[3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[5294, 1550, 5347, 2803, 4788, 5012, 2869, 5885, 2775, 1901, 1652, 2211, 4199, 454, 5330, 2534]","[16695.0, 16696.0, 16698.0, 16699.0, 16699.0, 16701.0, 16703.0, 16703.0, 16705.0, 16705.0, 16709.0, 16712.0, 16716.0, 16731.0, 16738.0, 16740.0]"
2949,"[5.0, 5.0]","[1484, 5783]","[16762.0, 17156.0]"
2950,"[5.0, 2.0, 5.0, 5.0, 5.0, 3.0, 4.0]","[5903, 4441, 4721, 5335, 5668, 1307, 523]","[15727.0, 15786.0, 16599.0, 16758.0, 16809.0, 16882.0, 16882.0]"
2951,[4.0],[2113],[16648.0]
2952,[4.0],[5323],[16460.0]
2953,"[5.0, 5.0, 4.0, 4.0, 4.0, 5.0]","[4200, 5047, 1673, 3872, 1525, 4549]","[16397.0, 16409.0, 16679.0, 16772.0, 16933.0, 16965.0]"
2954,"[4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 1.0, 4.0, 5.0]","[4124, 4832, 468, 669, 5510, 5373, 2035, 669, 3301, 4176, 4995, 101, 4414, 3715, 4445, 3240]","[15820.0, 16235.0, 16295.0, 16385.0, 16423.0, 16430.0, 16459.0, 16563.0, 16702.0, 16706.0, 16799.0, 16860.0, 17048.0, 17298.0, 17327.0, 17389.0]"
2955,"[4.0, 5.0]","[4509, 1380]","[16112.0, 16116.0]"
2956,"[5.0, 2.0, 5.0]","[4941, 4323, 5507]","[15852.0, 16184.0, 16207.0]"
2957,"[5.0, 5.0]","[5507, 4827]","[16207.0, 16678.0]"
2958,[5.0],[1528],[16506.0]
2959,"[5.0, 4.0, 5.0, 4.0]","[878, 4366, 5341, 2176]","[16807.0, 16936.0, 17055.0, 17470.0]"
2960,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[1307, 864, 864, 4777, 4732, 3300]","[16140.0, 17032.0, 17032.0, 17132.0, 17225.0, 17373.0]"
2961,[3.0],[2307],[16362.0]
2962,"[2.0, 3.0]","[2732, 181]","[16139.0, 16634.0]"
2963,"[2.0, 5.0, 5.0, 3.0]","[5217, 260, 950, 4248]","[16249.0, 16472.0, 17291.0, 17512.0]"
2964,"[5.0, 2.0, 1.0]","[1821, 4165, 3630]","[16306.0, 16832.0, 16961.0]"
2965,"[5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 2.0, 5.0, 5.0, 5.0]","[2535, 2424, 3545, 1253, 3690, 1253, 130, 554, 2874, 2026, 3096, 3643, 5056, 3466, 3189, 5863, 4207, 1081, 5024, 5321]","[16430.0, 16439.0, 16475.0, 16485.0, 16500.0, 16612.0, 16630.0, 16673.0, 16703.0, 16786.0, 16795.0, 16852.0, 17059.0, 17151.0, 17226.0, 17267.0, 17271.0, 17308.0, 17499.0, 17695.0]"
2966,[4.0],[3204],[17151.0]
2967,[5.0],[5790],[16861.0]
2968,[5.0],[1005],[17611.0]
2969,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[5907, 3666, 5127, 2019, 3186, 5236, 2578, 906, 407, 1961, 2053, 5560, 3908, 5726, 1957, 2212, 220, 5460, 5393, 2275]","[15805.0, 16067.0, 16160.0, 16278.0, 16294.0, 16420.0, 16440.0, 16458.0, 16481.0, 16489.0, 16525.0, 16640.0, 16659.0, 16746.0, 16762.0, 16839.0, 16992.0, 17088.0, 17365.0, 17693.0]"
2970,"[2.0, 5.0]","[1703, 5801]","[17031.0, 17161.0]"
2971,"[5.0, 5.0, 3.0]","[3324, 1699, 740]","[16724.0, 16812.0, 16889.0]"
2972,"[5.0, 5.0]","[3690, 2617]","[17014.0, 17618.0]"
2973,"[5.0, 1.0, 5.0]","[1278, 3075, 1703]","[16563.0, 16941.0, 17039.0]"
2974,[5.0],[2938],[16208.0]
2975,[5.0],[4340],[16094.0]
2976,[5.0],[3927],[16173.0]
2977,[1.0],[4587],[16487.0]
2978,"[3.0, 2.0, 5.0, 2.0, 2.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 3.0, 2.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[4484, 1562, 5711, 793, 1173, 3149, 2541, 2938, 5026, 1877, 5113, 342, 4169, 5048, 1291, 790, 5897, 2507, 5873, 35, 2922, 3383, 3705]","[16997.0, 16999.0, 16999.0, 16999.0, 17000.0, 17001.0, 17001.0, 17002.0, 17002.0, 17002.0, 17002.0, 17004.0, 17004.0, 17006.0, 17008.0, 17009.0, 17009.0, 17009.0, 17010.0, 17010.0, 17011.0, 17013.0, 17024.0]"
2979,"[3.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 2.0, 5.0, 2.0]","[4185, 3092, 2293, 340, 2849, 923, 2024, 5507, 1463, 4383, 1270]","[15808.0, 15856.0, 16223.0, 16300.0, 16622.0, 16860.0, 16917.0, 16960.0, 17015.0, 17036.0, 17467.0]"
2980,"[5.0, 4.0, 5.0, 4.0, 2.0, 5.0]","[4671, 2946, 1877, 3406, 1809, 5656]","[16387.0, 16469.0, 16470.0, 16474.0, 16476.0, 16477.0]"
2981,"[5.0, 5.0]","[5771, 4136]","[16127.0, 17707.0]"
2982,[5.0],[1231],[17029.0]
2983,"[4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 5.0]","[542, 4417, 5482, 1181, 2683, 4609, 425, 1297, 3558, 3676, 682, 5257, 3094, 255, 5347, 317, 3097, 3219, 737, 4136]","[16757.0, 16758.0, 16764.0, 16764.0, 16765.0, 16767.0, 16768.0, 16769.0, 16769.0, 16770.0, 16772.0, 16773.0, 16774.0, 16778.0, 16780.0, 16792.0, 16792.0, 16806.0, 16826.0, 17707.0]"
2984,[3.0],[3467],[16520.0]
2985,"[4.0, 2.0]","[3170, 247]","[16404.0, 17436.0]"
2986,"[5.0, 1.0, 5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 1.0, 5.0, 5.0, 5.0, 5.0, 1.0, 3.0, 5.0, 2.0, 3.0, 5.0, 5.0]","[1091, 4746, 295, 391, 1589, 2950, 2700, 4124, 1992, 1385, 1385, 4217, 2848, 483, 5357, 5357, 1905, 4705, 4902, 2525, 4192, 1194, 258, 1175, 1692, 4770, 1365, 3071, 3776]","[16090.0, 16190.0, 16338.0, 16392.0, 16406.0, 16446.0, 16511.0, 16532.0, 16601.0, 16609.0, 16609.0, 16680.0, 16707.0, 16752.0, 16859.0, 16859.0, 16951.0, 16976.0, 17068.0, 17122.0, 17169.0, 17200.0, 17290.0, 17293.0, 17360.0, 17416.0, 17476.0, 17594.0, 17606.0]"
2987,[1.0],[3155],[16282.0]
2988,"[4.0, 4.0, 4.0, 5.0, 1.0]","[3893, 4000, 2965, 1619, 4076]","[15953.0, 16411.0, 17010.0, 17019.0, 17191.0]"
2989,[5.0],[950],[17254.0]
2990,"[5.0, 5.0]","[1325, 651]","[16667.0, 16672.0]"
2991,"[3.0, 5.0, 5.0]","[3486, 1266, 2836]","[16433.0, 16759.0, 17030.0]"
2992,"[4.0, 5.0, 1.0, 3.0, 1.0]","[98, 4662, 5155, 1417, 3944]","[16485.0, 16857.0, 16950.0, 17228.0, 17500.0]"
2993,[1.0],[3782],[17047.0]
2994,[5.0],[1524],[16668.0]
2995,"[4.0, 1.0]","[1307, 4246]","[16140.0, 16620.0]"
2996,"[5.0, 5.0]","[1344, 1367]","[16553.0, 16664.0]"
2997,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1568, 5579, 2489, 270, 3232, 2565, 2592, 4860, 2011, 4894, 4464, 5780, 5520, 283, 1780, 3622, 3138, 2703, 1281, 1644]","[16519.0, 17630.0, 17643.0, 17644.0, 17646.0, 17647.0, 17647.0, 17647.0, 17648.0, 17648.0, 17648.0, 17649.0, 17652.0, 17652.0, 17657.0, 17657.0, 17657.0, 17664.0, 17673.0, 17693.0]"
2998,"[4.0, 1.0, 5.0]","[5232, 526, 1344]","[15930.0, 16042.0, 16800.0]"
2999,"[5.0, 5.0]","[864, 246]","[16540.0, 16650.0]"
3000,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0]","[2732, 5205, 1078, 1698, 2293, 1603, 5541, 4662, 5271, 2893, 678]","[16195.0, 16460.0, 16507.0, 16534.0, 16607.0, 16756.0, 16915.0, 16916.0, 16982.0, 17391.0, 17564.0]"
3001,"[5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 3.0, 5.0]","[2897, 1545, 2941, 1230, 584, 5738, 1083, 3373, 3266, 5902, 4675, 4925, 102, 2135, 2977, 2890, 2466, 348, 660]","[16062.0, 16146.0, 16424.0, 16585.0, 16624.0, 16677.0, 16722.0, 16850.0, 16861.0, 17045.0, 17132.0, 17200.0, 17259.0, 17345.0, 17354.0, 17359.0, 17472.0, 17597.0, 17659.0]"
3002,"[5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0, 1.0, 2.0, 5.0, 5.0, 1.0, 3.0, 5.0, 4.0, 2.0, 5.0, 5.0, 1.0, 1.0, 5.0, 4.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 1.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 2.0, 5.0, 1.0, 5.0, 5.0, 1.0, 5.0, 1.0, 4.0, 5.0, 4.0, 2.0, 3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 1.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 4.0, 4.0, 2.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 1.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 2.0, 4.0, 4.0, 3.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 1.0, 5.0, 4.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 1.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 2.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 1.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 2.0, 3.0, 5.0, 4.0, 1.0, 5.0, 3.0, 5.0, 2.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 1.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 1.0, 2.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 4.0, 2.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[4614, 4856, 3122, 1983, 1458, 5708, 3573, 496, 4786, 3114, 1812, 725, 3608, 5277, 783, 1451, 234, 3917, 5519, 3571, 3571, 1720, 364, 5078, 4954, 1666, 2189, 4042, 3897, 1990, 1848, 1848, 3640, 4866, 1153, 4333, 4703, 4290, 2100, 775, 4903, 5035, 3746, 1327, 744, 966, 780, 3735, 3662, 444, 3595, 791, 791, 5103, 5523, 3866, 1152, 3312, 2736, 2682, 4631, 4579, 2058, 5690, 1257, 3372, 3145, 3756, 2044, 5539, 2929, 5678, 2168, 3428, 3230, 4299, 2695, 2254, 2429, 4212, 604, 1826, 5287, 4988, 3855, 1433, 5516, 64, 2137, 3596, 145, 2816, 1787, 2580, 3136, 1742, 1023, 2717, 4142, 3568, 2356, 826, 902, 5760, 3606, 3458, 1964, 4726, 1210, 3307, 1016, 41, 63, 725, 1169, 1101, 153, 5083, 4648, 3413, 2891, 782, 1982, 961, 3391, 2654, 7, 4868, 4365, 5359, 2390, 2475, 4799, 2568, 1659, 1875, 3939, 4236, 699, 5332, 4813, 5166, 4162, 1798, 3577, 5291, 5401, 1679, 5609, 4762, 1867, 4097, 4865, 2995, 2371, 1836, 3491, 2451, 4078, 3782, 2021, 157, 624, 2272, 2323, 4964, 5042, 5490, 2993, 3006, 5364, 2928, 1093, 3977, 2387, 4254, 5627, 4888, 1883, 999, 4586, 4586, 5309, 5636, 3860, 5809, 3964, 2520, 3670, 2209, 1651, 2030, 4070, 5284, 2293, 5011, 3725, 3864, 724, 1765, 1765, 1765, 1765, 5743, 518, 1711, 690, 5851, 3355, 1407, 1705, 2398, 4031, 5490, 3393, 3528, 5312, 4071, 4274, 2059, 3694, 453, 2902, 4369, 4514, 1286, 3911, 3911, 4339, 177, 1303, 3397, 855, 855, 2157, 4692, 2478, 2478, 2885, 3248, 3760, 4771, 1563, 2885, 3449, 2770, 2847, 1249, 2406, 2406, 5214, 2406, 2406, 2544, 2521, 5280, 869, 3709, 5156, 1185, 3365, 4294, 3245, 1919, 2444, 231, 1438, 3785, 1265, 2987, 5600, 4084, 1251, 1475, 1257, 1112, 541, 5610, 3485, 5466, 2250, 4643, 2246, 5717, 3298, 2605, 2996, 4016, 5370, 438, 2319, 2779, 5525, 1487, 5169, 3282, 649, 480, 4755, 1317, 5228, 3245, 84, 998, 79, 4190, 3293, 1630, 709, 2746, 3557, 4476, 569, 3022, 2900, 3731, 745, 4271, 1430, 1624, 3297, 1570, 1308, 1308, 5888, 4583, 1253, 4713, 263, 2039, 2072, 2506, 2896, 693, 1183, 3645, 412, 811, 954, 2978, 5699, 3163, 5434, 5883, 1383, 1182, 3546, 5918, 5607, 1213, 2255, 3448, 4821, 1223, 5468, 1890, 2738, 1856, 4050, 2237, 2612, 2172, 331, 2236, 698, 48, 4819, 5850, 4837, 1669, 3910, 5324, 239, 5698, 5509, 384, 5788, 983, 1892, 1248, 1598, 948, 4159, 2243, 1143, 15, 1873, 5602, 5894, 3095, 2128, 4094, 1250, 148, 643, 2754, 3707, 1228, 1033, 3152, 1946, 5458, 574, 1864, 4034, 3439, 2594, 3806, 3932, 3882, 1808, 4320, 718, 1435, 5886, 1301, 173, 3804, 5110, 2624, 2741, 2983, 2768, 3585, 5765, 632, 4942, 5213, 4987, 1357, 2842, 2776, 2383, 1528, 5469, 3272, 3543, 2328, 1944, 4505, 2486, 4872, 2963, 4421, 2883, 1645, 2313, 141, 4931, 2494, 163, 5694, 2218, 556, 3658, 4082, 2917, 2163]","[15830.0, 15831.0, 15840.0, 15841.0, 15845.0, 15846.0, 15849.0, 15849.0, 15853.0, 15855.0, 15857.0, 15859.0, 15864.0, 15867.0, 15867.0, 15870.0, 15873.0, 15875.0, 15875.0, 15876.0, 15876.0, 15876.0, 15878.0, 15878.0, 15879.0, 15879.0, 15881.0, 15881.0, 15884.0, 15888.0, 15892.0, 15892.0, 15894.0, 15894.0, 15897.0, 15901.0, 15903.0, 15903.0, 15905.0, 15906.0, 15909.0, 15909.0, 15911.0, 15911.0, 15912.0, 15915.0, 15916.0, 15919.0, 15919.0, 15920.0, 15923.0, 15924.0, 15924.0, 15924.0, 15926.0, 15928.0, 15930.0, 15932.0, 15933.0, 15934.0, 15934.0, 15934.0, 15937.0, 15940.0, 15942.0, 15949.0, 15950.0, 15952.0, 15954.0, 15955.0, 15958.0, 15959.0, 15962.0, 15964.0, 15964.0, 15966.0, 15968.0, 15968.0, 15968.0, 15968.0, 15971.0, 15971.0, 15971.0, 15971.0, 15974.0, 15974.0, 15977.0, 15978.0, 15979.0, 15979.0, 15980.0, 15980.0, 15981.0, 15982.0, 15982.0, 15983.0, 15983.0, 15985.0, 15988.0, 15993.0, 15993.0, 15995.0, 15997.0, 15997.0, 15999.0, 16002.0, 16005.0, 16006.0, 16009.0, 16012.0, 16013.0, 16013.0, 16013.0, 16014.0, 16014.0, 16016.0, 16017.0, 16020.0, 16022.0, 16028.0, 16031.0, 16045.0, 16050.0, 16056.0, 16060.0, 16063.0, 16063.0, 16068.0, 16068.0, 16070.0, 16077.0, 16079.0, 16081.0, 16085.0, 16086.0, 16090.0, 16092.0, 16100.0, 16103.0, 16105.0, 16105.0, 16108.0, 16111.0, 16113.0, 16116.0, 16117.0, 16118.0, 16132.0, 16133.0, 16135.0, 16141.0, 16143.0, 16146.0, 16147.0, 16154.0, 16161.0, 16170.0, 16187.0, 16190.0, 16191.0, 16193.0, 16193.0, 16196.0, 16196.0, 16197.0, 16201.0, 16204.0, 16204.0, 16205.0, 16210.0, 16210.0, 16214.0, 16214.0, 16216.0, 16218.0, 16221.0, 16222.0, 16224.0, 16224.0, 16224.0, 16224.0, 16224.0, 16228.0, 16232.0, 16234.0, 16235.0, 16237.0, 16239.0, 16240.0, 16243.0, 16243.0, 16244.0, 16244.0, 16246.0, 16246.0, 16247.0, 16248.0, 16251.0, 16251.0, 16254.0, 16254.0, 16254.0, 16254.0, 16256.0, 16258.0, 16258.0, 16258.0, 16258.0, 16258.0, 16258.0, 16259.0, 16260.0, 16262.0, 16263.0, 16265.0, 16266.0, 16269.0, 16269.0, 16271.0, 16271.0, 16271.0, 16271.0, 16271.0, 16271.0, 16272.0, 16272.0, 16272.0, 16272.0, 16275.0, 16275.0, 16275.0, 16275.0, 16276.0, 16276.0, 16277.0, 16278.0, 16280.0, 16280.0, 16280.0, 16282.0, 16282.0, 16285.0, 16286.0, 16286.0, 16289.0, 16290.0, 16291.0, 16293.0, 16294.0, 16294.0, 16294.0, 16294.0, 16294.0, 16295.0, 16298.0, 16300.0, 16300.0, 16300.0, 16302.0, 16303.0, 16303.0, 16306.0, 16306.0, 16308.0, 16309.0, 16311.0, 16311.0, 16311.0, 16311.0, 16314.0, 16315.0, 16319.0, 16319.0, 16320.0, 16320.0, 16320.0, 16323.0, 16326.0, 16331.0, 16332.0, 16341.0, 16341.0, 16343.0, 16344.0, 16349.0, 16349.0, 16351.0, 16354.0, 16355.0, 16356.0, 16357.0, 16357.0, 16360.0, 16362.0, 16365.0, 16367.0, 16369.0, 16370.0, 16372.0, 16372.0, 16376.0, 16378.0, 16381.0, 16381.0, 16382.0, 16382.0, 16384.0, 16384.0, 16386.0, 16387.0, 16387.0, 16389.0, 16391.0, 16405.0, 16405.0, 16406.0, 16409.0, 16411.0, 16411.0, 16413.0, 16418.0, 16420.0, 16426.0, 16426.0, 16428.0, 16437.0, 16438.0, 16440.0, 16442.0, 16444.0, 16446.0, 16449.0, 16462.0, 16472.0, 16491.0, 16492.0, 16515.0, 16519.0, 16537.0, 16540.0, 16541.0, 16561.0, 16569.0, 16620.0, 16689.0, 16697.0, 16721.0, 16726.0, 16750.0, 16776.0, 16821.0, 16825.0, 16843.0, 16844.0, 16844.0, 16845.0, 16853.0, 16856.0, 16862.0, 16872.0, 16878.0, 16882.0, 16883.0, 16884.0, 16885.0, 16888.0, 16898.0, 16905.0, 16910.0, 16912.0, 16914.0, 16916.0, 16916.0, 16918.0, 16919.0, 16921.0, 16921.0, 16923.0, 16925.0, 16928.0, 16936.0, 16937.0, 16945.0, 16952.0, 16953.0, 16954.0, 16956.0, 16960.0, 16963.0, 16965.0, 16966.0, 16969.0, 16974.0, 16974.0, 16975.0, 16979.0, 16983.0, 16988.0, 16997.0, 16999.0, 17000.0, 17001.0, 17007.0, 17008.0, 17009.0, 17013.0, 17013.0, 17014.0, 17016.0, 17021.0, 17024.0, 17026.0, 17029.0, 17049.0, 17058.0, 17064.0, 17069.0, 17082.0, 17083.0, 17085.0, 17091.0, 17092.0, 17116.0, 17123.0, 17127.0, 17127.0, 17142.0, 17143.0, 17145.0, 17153.0, 17161.0, 17163.0, 17179.0, 17197.0, 17219.0, 17233.0, 17240.0, 17243.0, 17274.0, 17285.0, 17286.0, 17287.0, 17335.0, 17337.0, 17339.0, 17341.0, 17378.0, 17392.0, 17418.0, 17424.0, 17426.0, 17428.0, 17447.0, 17448.0, 17449.0, 17479.0, 17480.0, 17483.0]"
3003,[4.0],[1273],[16903.0]
3004,"[4.0, 5.0]","[2533, 1430]","[16303.0, 16411.0]"
3005,"[5.0, 5.0]","[934, 1878]","[17192.0, 17239.0]"
3006,[5.0],[1945],[16416.0]
3007,"[5.0, 3.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0]","[3221, 1644, 5767, 1692, 3027, 764, 2555, 3886, 4420, 2360, 1225, 1949, 3605, 164, 4601, 2683, 5648, 2630, 816, 1955, 5202, 3727, 2293, 2026, 1811, 4638, 3607, 4560]","[16223.0, 16227.0, 16230.0, 16230.0, 16233.0, 16233.0, 16238.0, 16240.0, 16242.0, 16242.0, 16243.0, 16245.0, 16246.0, 16246.0, 16249.0, 16250.0, 16251.0, 16253.0, 16260.0, 16263.0, 16268.0, 16626.0, 16784.0, 16786.0, 17110.0, 17373.0, 17485.0, 17490.0]"
3008,[5.0],[4266],[15984.0]
3009,[1.0],[5358],[17425.0]
3010,[3.0],[580],[15825.0]
3011,[4.0],[1703],[17387.0]
3012,"[5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 2.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 1.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 2.0, 4.0, 5.0, 4.0, 5.0, 5.0, 2.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 2.0, 4.0, 4.0, 5.0, 3.0]","[1019, 682, 2540, 5908, 410, 2305, 5916, 5257, 716, 3191, 1785, 1554, 4678, 1032, 4018, 648, 2273, 3316, 3863, 5561, 4100, 2674, 2769, 4765, 4894, 5640, 497, 4697, 3849, 3094, 5852, 4556, 1324, 5482, 3796, 3148, 5904, 4298, 2980, 1897, 411, 5234, 3207, 5347, 1869, 4297, 798, 421, 1351, 3588, 2240, 4053, 307, 542, 2853, 620, 80, 4637, 4245, 3027, 5799, 2479, 4419, 2998, 3478, 1409, 3173, 2379, 5639, 5054, 2160, 4650, 4624, 3898, 2607, 5313]","[17631.0, 17633.0, 17633.0, 17633.0, 17633.0, 17633.0, 17634.0, 17634.0, 17635.0, 17635.0, 17636.0, 17636.0, 17637.0, 17637.0, 17637.0, 17637.0, 17637.0, 17638.0, 17638.0, 17638.0, 17638.0, 17638.0, 17638.0, 17638.0, 17639.0, 17639.0, 17639.0, 17640.0, 17641.0, 17642.0, 17642.0, 17642.0, 17643.0, 17643.0, 17643.0, 17644.0, 17644.0, 17644.0, 17644.0, 17644.0, 17646.0, 17646.0, 17648.0, 17648.0, 17648.0, 17648.0, 17649.0, 17649.0, 17649.0, 17654.0, 17654.0, 17654.0, 17655.0, 17656.0, 17656.0, 17659.0, 17659.0, 17659.0, 17659.0, 17660.0, 17661.0, 17662.0, 17664.0, 17665.0, 17665.0, 17668.0, 17668.0, 17676.0, 17680.0, 17687.0, 17687.0, 17692.0, 17692.0, 17694.0, 17694.0, 17718.0]"
