,reviewerID,overall,asin,unixReviewTime
4495,4496,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24912, 13040, 30864, 25962, 27595, 30867, 31198, 8239, 28039, 31313, 3848, 16332, 25967, 21479, 25961, 26388]","[6310.0, 6310.001, 6323.0, 6323.001, 6344.0, 6344.001, 6344.002, 6344.003, 6344.004, 6344.005, 6344.006, 6344.007, 6344.008, 6344.009, 6344.01, 6344.011]"
4496,4497,"[2.0, 3.0, 5.0, 5.0, 4.0, 2.0, 2.0, 5.0, 1.0, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 1.0, 2.0, 5.0, 5.0]","[17000, 17876, 18002, 17688, 17510, 17883, 16475, 17840, 17743, 17907, 18153, 18330, 17996, 17545, 2255, 18401, 18470, 18515, 21994]","[4057.0, 4207.0, 4210.0, 4210.001, 4212.0, 4216.0, 4217.0, 4221.0, 4224.0, 4230.0, 4234.0, 4236.0, 4242.0, 4244.0, 4253.0, 4261.0, 4264.0, 4286.0, 4884.0]"
4497,4498,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19797, 9957, 29054, 30594, 12627, 28817, 13152, 26629, 29004, 11027, 3447]","[5219.0, 5219.001, 5827.0, 5827.001, 5827.002, 5827.003, 5827.004, 5827.005, 5827.006, 5827.007, 5827.008]"
4498,4499,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23444, 23237, 21504, 28798, 10348, 26972, 10348, 26333, 25098, 29686]","[5185.0, 5185.001, 5491.0, 5538.0, 5556.0, 5556.001, 5556.002, 5556.003, 5556.004, 5953.0]"
4499,4500,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[17277, 9566, 9566, 9580, 9580, 11699, 26433, 10494, 11133, 23643, 8955]","[5477.0, 5477.001, 5477.002, 5477.003, 5477.004, 5481.0, 5481.001, 5481.002, 5481.003, 5481.004, 5481.005]"
4500,4501,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3047, 3039, 3845, 10085, 8912, 1083, 7246, 7432, 13035, 12609, 2652]","[6626.0, 6626.001, 6626.002, 6626.003, 6626.004, 6626.005, 6627.0, 6627.001, 6627.002, 6627.003, 6627.004]"
4501,4502,"[5.0, 5.0, 3.0, 4.0, 3.0, 5.0, 3.0, 4.0, 5.0, 4.0]","[27154, 28274, 28510, 28559, 29242, 29187, 29608, 30476, 18372, 22831]","[5398.0, 5461.0, 5538.0, 5560.0, 5631.0, 5631.001, 5653.0, 5735.0, 5756.0, 5756.001]"
4502,4503,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[17785, 6817, 20856, 6817, 20777, 23913, 24164, 24280, 24471, 22655, 22655, 21245, 21232, 21239, 4553, 26082, 27330, 25728, 24546, 18125, 28427, 25370, 25183, 25123, 25673]","[5721.0, 5721.001, 5721.002, 5721.003, 5721.004, 5721.005, 5721.006, 5721.007, 5721.008, 5721.009, 5721.01, 5721.011, 5721.012, 5721.013, 5721.014, 5721.015, 5721.016, 5721.017, 5721.018, 5721.019, 5721.02, 5721.021, 5721.022, 5721.023, 5721.024]"
4503,4504,"[4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24437, 26725, 26257, 26233, 25998, 16682, 3249, 4569, 4570, 18312, 17001, 4570, 27390, 28337, 28013, 28639, 9411, 29662]","[5272.0, 5309.0, 5347.0, 5347.001, 5355.0, 5371.0, 5371.001, 5445.0, 5445.001, 5445.002, 5445.003, 5445.004, 5455.0, 5471.0, 5480.0, 5560.0, 5638.0, 5669.0]"
4504,4505,"[4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[3834, 3834, 14832, 17552, 20652, 20958, 23827, 16136, 28285, 30475, 31241, 32070]","[2662.0, 2662.001, 4000.0, 4134.0, 4644.0, 4677.0, 5033.0, 5461.0, 5528.0, 5790.0, 5901.0, 5908.0]"
4505,4506,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[28898, 16795, 2479, 3083, 4579, 2085, 23607, 2954, 1160, 25266, 24192, 8219, 8084, 6784, 6784, 6382, 6066, 5177, 12822, 12482, 3651, 13176, 13638, 31044, 30727, 27830, 19137, 27833, 19381, 19608, 18661]","[5759.0, 5971.0, 6643.0, 6643.001, 6643.002, 6643.003, 6643.004, 6643.005, 6643.006, 6643.007, 6643.008, 6643.009, 6643.01, 6643.011, 6643.012, 6643.013, 6643.014, 6643.015, 6643.016, 6643.017, 6643.018, 6643.019, 6643.02, 6643.021, 6643.022, 6643.023, 6643.024, 6643.025, 6643.026, 6643.027, 6643.028]"
4506,4507,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[13745, 20970, 23237, 17237, 22655, 14693, 8713, 8713, 1380, 15317, 28859]","[4958.0, 4958.001, 5305.0, 5371.0, 5371.001, 5371.002, 5371.003, 5371.004, 5371.005, 5371.006, 6330.0]"
4507,4508,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20257, 28588, 28508, 2739, 22108, 27986, 28509, 13776, 26106, 26619, 30963, 30290, 7203, 4209]","[4624.0, 5468.0, 5477.0, 5526.0, 5526.001, 5526.002, 5526.003, 5556.0, 5556.001, 5611.0, 5816.0, 5816.001, 6221.0, 6230.0]"
4508,4509,"[5.0, 3.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0]","[10023, 18893, 16293, 6432, 6432, 22461, 19902, 24714, 636, 26030, 17498, 28604]","[4348.0, 4573.0, 4682.0, 4923.0, 4923.001, 5327.0, 5327.001, 5383.0, 5383.001, 5476.0, 5595.0, 6781.0]"
4509,4510,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[11805, 24860, 22714, 21983, 14932, 24859, 14186, 10186, 10186, 10177, 1242]","[5157.0, 5617.0, 5617.001, 5617.002, 5617.003, 5617.004, 5617.005, 5697.0, 5697.001, 5697.002, 5697.003]"
4510,4511,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23880, 28000, 24168, 23869, 19517, 23868, 28306, 28832, 29951, 31914, 27036, 28068, 28996, 26355, 31987]","[5249.0, 5669.0, 5720.0, 5720.001, 5720.002, 5747.0, 5747.001, 5747.002, 5771.0, 6010.0, 6043.0, 6093.0, 6093.001, 6093.002, 6093.003]"
4511,4512,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[470, 21674, 16858, 16826, 18589, 23913, 24131, 22982, 22486, 24340, 23922, 23983, 23660, 23237, 25319, 17398, 15783, 25702]","[4600.0, 4754.0, 4754.001, 4754.002, 4994.0, 4994.001, 4994.002, 4994.003, 5006.0, 5019.0, 5029.0, 5044.0, 5054.0, 5339.0, 5339.001, 5339.002, 5339.003, 5339.004]"
4512,4513,"[4.0, 4.0, 3.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4872, 4872, 4862, 20165, 20645, 4862, 5648, 5648, 4864, 4864, 26106, 7385]","[5012.0, 5012.001, 5012.002, 5012.003, 5012.004, 5012.005, 5041.0, 5041.001, 5385.0, 5385.001, 5600.0, 6240.0]"
4513,4514,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3816, 20315, 21046, 21552, 21230, 21650, 23930, 22655, 25673, 26026, 26037, 25667, 25288, 26950, 28051, 8728, 8728, 28052, 27981]","[4602.0, 4802.0, 4802.001, 4871.0, 4871.001, 4871.002, 5000.0, 5000.001, 5253.0, 5261.0, 5261.001, 5282.0, 5308.0, 5316.0, 5479.0, 5490.0, 5490.001, 5553.0, 5612.0]"
4514,4515,"[5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[7480, 23995, 28215, 15275, 25824, 2552, 13763, 6823, 6823, 4043, 11831, 11571, 6959, 18801, 3272]","[5721.0, 5721.001, 5726.0, 5730.0, 5730.001, 5730.002, 5730.003, 5731.0, 5731.001, 5731.002, 5731.003, 5731.004, 5732.0, 5733.0, 5739.0]"
4515,4516,"[4.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 5.0, 1.0, 4.0, 5.0, 4.0, 1.0, 4.0, 3.0, 5.0, 2.0, 5.0, 1.0, 1.0, 2.0, 5.0, 5.0, 2.0, 5.0]","[11814, 20464, 10783, 21170, 21461, 21575, 21584, 24777, 3392, 21416, 20131, 4480, 19893, 19062, 17977, 17973, 17972, 16598, 15182, 14904, 19095, 14851, 19414, 13653, 18784, 2366]","[6229.0, 6229.001, 6229.002, 6229.003, 6229.004, 6229.005, 6229.006, 6229.007, 6229.008, 6229.009, 6229.01, 6229.011, 6229.012, 6229.013, 6229.014, 6229.015, 6229.016, 6229.017, 6229.018, 6229.019, 6229.02, 6229.021, 6229.022, 6229.023, 6229.024, 6229.025]"
4516,4517,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[29014, 7372, 14387, 14598, 3909, 7010, 7010, 13714, 932, 3909, 17242, 19893, 11851, 17277, 6996, 14190]","[5664.0, 5669.0, 5716.0, 5716.001, 5716.002, 5716.003, 5716.004, 5716.005, 5716.006, 5716.007, 5716.008, 5716.009, 5867.0, 6116.0, 6577.0, 6708.0]"
4517,4518,"[5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 5.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0]","[18709, 11818, 20063, 13446, 6047, 6047, 7670, 7670, 4820, 4820, 6196, 6196, 19352, 12069, 13557, 14658, 15277, 15262, 15532, 15778, 15946, 16119, 16120, 16031, 17429, 19695, 18180, 20346, 20370, 20698, 20783, 20652, 20912, 21279, 21928, 23983, 26303, 26748, 26565, 27120, 27138, 27053, 28095, 28501, 28457, 28776, 28664, 28966, 28968, 29175, 29374, 29526, 30357, 30519, 30475, 30567, 30852, 30808, 31290, 31975, 32235, 31831, 31883, 31701, 32205, 32376, 32373, 32603, 32145, 32776, 28528]","[81.0, 119.0, 666.0, 801.0, 1290.0, 1290.001, 1743.0, 1743.001, 2023.0, 2023.001, 2288.0, 2288.001, 2513.0, 2989.0, 3395.0, 3549.0, 3717.0, 3752.0, 3787.0, 3878.0, 3913.0, 3934.0, 3955.0, 3990.0, 4144.0, 4221.0, 4333.0, 4550.0, 4585.0, 4634.0, 4648.0, 4655.0, 4663.0, 4697.0, 4851.0, 5089.0, 5264.0, 5375.0, 5375.001, 5415.0, 5415.001, 5494.0, 5544.0, 5550.0, 5579.0, 5607.0, 5625.0, 5628.0, 5635.0, 5649.0, 5656.0, 5697.0, 5760.0, 5768.0, 5790.0, 5803.0, 5807.0, 5807.001, 5908.0, 5929.0, 5952.0, 5978.0, 5978.001, 5985.0, 5993.0, 6006.0, 6052.0, 6105.0, 6137.0, 6147.0, 6386.0]"
4518,4519,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4247, 4350, 8111, 4350, 4247, 1704, 8111, 9532, 5791, 9532]","[5451.0, 5451.001, 5451.002, 5451.003, 5451.004, 5451.005, 5451.006, 5451.007, 5451.008, 5451.009]"
4519,4520,"[5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[19329, 2329, 7946, 7946, 8199, 9136, 11456, 1028, 10029, 8199]","[5841.0, 5841.001, 5841.002, 5841.003, 5841.004, 5841.005, 5841.006, 5841.007, 5841.008, 5841.009]"
4520,4521,"[3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0]","[8032, 8032, 8524, 8524, 20227, 10236, 10236, 10573, 23140, 16829, 14220]","[5299.0, 5299.001, 5299.002, 5299.003, 5299.004, 5304.0, 5304.001, 5304.002, 5304.003, 5304.004, 5452.0]"
4521,4522,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[22855, 26310, 26581, 27644, 27645, 30122, 27639, 27648, 27647, 6968, 28249, 28662, 28487, 26681, 30881, 29871, 27373, 29872, 19086, 18157, 26726]","[5891.0, 5891.001, 5891.002, 5891.003, 5891.004, 5891.005, 5891.006, 5891.007, 5891.008, 5891.009, 5891.01, 5915.0, 6057.0, 6057.001, 6057.002, 6057.003, 6057.004, 6057.005, 6057.006, 6057.007, 6143.0]"
4522,4523,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24276, 22464, 15474, 7914, 7209, 7209, 18455, 2615, 1566, 20818, 20023, 11533, 23964]","[5439.0, 5439.001, 5439.002, 5439.003, 5439.004, 5439.005, 5439.006, 5439.007, 5439.008, 5439.009, 5439.01, 5439.011, 5439.012]"
4523,4524,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[16962, 16116, 28304, 26920, 29175, 30982, 30822, 30589, 31475, 32300, 18980, 32851, 29939, 30114]","[5486.0, 5576.0, 5616.0, 5616.001, 5732.0, 5864.0, 5864.001, 5864.002, 5905.0, 6185.0, 6197.0, 6197.001, 6294.0, 6502.0]"
4524,4525,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[8653, 16823, 16820, 7089, 19585, 28258, 2131, 8653, 22515, 16522]","[4951.0, 4951.001, 4951.002, 4951.003, 4951.004, 4951.005, 4951.006, 4951.007, 4951.008, 4951.009]"
4525,4526,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[18589, 2034, 5609, 5609, 3174, 13707, 2533, 31071, 24423, 7581, 7581, 3174, 17870, 22038, 24711, 21732, 26209, 32229]","[4473.0, 4633.0, 4738.0, 4738.001, 4738.002, 4738.003, 4738.004, 4738.005, 4738.006, 4738.007, 4738.008, 4738.009, 4765.0, 4799.0, 5072.0, 5105.0, 5246.0, 5991.0]"
4526,4527,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[9962, 10008, 10008, 21489, 6121, 9197, 14440, 11219, 28549, 25367, 17649, 15351, 3896, 3425]","[4970.0, 5048.0, 5048.001, 5133.0, 5133.001, 5331.0, 5331.001, 5331.002, 5630.0, 5630.001, 5630.002, 5630.003, 5678.0, 6662.0]"
4527,4528,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[15980, 3162, 19459, 15722, 3162, 24471, 24643, 21444, 2811, 3032, 14102, 21553, 11004, 10699, 8425, 8253, 6575, 6575, 5943, 7734, 3676, 13642, 27534, 3676, 5943, 4338, 11031, 12305, 12840, 23913]","[5969.0, 5969.001, 5969.002, 5969.003, 5969.004, 5969.005, 5969.006, 5969.007, 5969.008, 5969.009, 5969.01, 5969.011, 5969.012, 5969.013, 5969.014, 5969.015, 5969.016, 5969.017, 5969.018, 5969.019, 5969.02, 5969.021, 5969.022, 5969.023, 5969.024, 5969.025, 5969.026, 5969.027, 5969.028, 5969.029]"
4528,4529,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[709, 713, 1792, 3415, 3415, 9840, 9840, 10001, 10837, 16404, 1426, 17313, 15936, 31065, 25300]","[5584.0, 5584.001, 5584.002, 5584.003, 5584.004, 5584.005, 5584.006, 5584.007, 5584.008, 5584.009, 5584.01, 5584.011, 5639.0, 5831.0, 5942.0]"
4529,4530,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[12840, 1663, 6814, 23987, 16799, 8711, 8711, 23383, 22627, 20054, 4999, 4999, 24549, 15557, 11951, 11228, 7854, 7854, 7332, 7337, 7337, 30978, 11181, 11179, 26112, 29512, 1798, 7137, 1328, 20548, 15575]","[4652.0, 4652.001, 5106.0, 5106.001, 5106.002, 5134.0, 5134.001, 5288.0, 5306.0, 5306.001, 5306.002, 5306.003, 5383.0, 5383.001, 5383.002, 5383.003, 5383.004, 5383.005, 5383.006, 5607.0, 5607.001, 5785.0, 5799.0, 5799.001, 5799.002, 5959.0, 6204.0, 6213.0, 6243.0, 6426.0, 6472.0]"
4530,4531,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[27617, 29025, 16738, 20647, 14520, 21298, 21791, 12550, 32661, 23138, 32548, 32647, 20499, 32593, 11701, 20299, 16863, 20154, 23475, 17268, 32557, 18719, 23642, 30675, 30690, 30707, 32084, 13597, 31542, 30382, 31361, 30882, 31171, 32862, 32808, 31004, 30210, 32102, 32117, 21578, 25508, 32517, 26983, 32341, 27421, 30178, 30290, 28210, 20587, 32156, 29509, 29806, 32131, 29908, 29470, 14659]","[5629.0, 5645.0, 6099.0, 6099.001, 6099.002, 6099.003, 6099.004, 6099.005, 6099.006, 6099.007, 6099.008, 6099.009, 6099.01, 6099.011, 6099.012, 6099.013, 6099.014, 6099.015, 6099.016, 6099.017, 6099.018, 6099.019, 6099.02, 6099.021, 6099.022, 6099.023, 6099.024, 6099.025, 6099.026, 6099.027, 6099.028, 6099.029, 6099.03, 6099.031, 6099.032, 6099.033, 6099.034, 6099.035, 6099.036, 6099.037, 6099.038, 6099.039, 6099.04, 6099.041, 6099.042, 6099.043, 6099.044, 6099.045, 6099.046, 6099.047, 6099.048, 6099.049, 6099.05, 6099.051, 6099.052, 6099.053]"
4531,4532,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3288, 3288, 6809, 6809, 8527, 8527, 11837, 10000, 16975, 13927]","[5096.0, 5096.001, 5130.0, 5130.001, 5158.0, 5158.001, 5182.0, 5182.001, 5198.0, 5285.0]"
4532,4533,"[4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0]","[4748, 14523, 7670, 7670, 5738, 5738, 11664, 511, 14262, 14727, 14847, 14658, 22899]","[1811.0, 2500.0, 2742.0, 2742.001, 2747.0, 2747.001, 2758.0, 2930.0, 3541.0, 3592.0, 3629.0, 3633.0, 4878.0]"
4533,4534,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[29294, 15922, 22242, 26106, 27451, 27774, 27936, 28427, 29270, 29582, 29834, 1791, 27997, 14966]","[6070.0, 6070.001, 6070.002, 6070.003, 6070.004, 6070.005, 6070.006, 6070.007, 6070.008, 6070.009, 6070.01, 6070.011, 6070.012, 6070.013]"
4534,4535,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24264, 24546, 21797, 15864, 29294, 30335, 31419, 2755, 32225, 11834]","[5132.0, 5201.0, 5231.0, 5317.0, 5711.0, 5911.0, 5993.0, 5993.001, 6005.0, 6234.0]"
4535,4536,"[5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[15806, 15808, 3784, 3163, 26903, 7194, 26104, 25925, 7194, 26843]","[5356.0, 5356.001, 5356.002, 5356.003, 5701.0, 5701.001, 5701.002, 5701.003, 5701.004, 5701.005]"
4536,4537,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3877, 3974, 10512, 3877, 3877, 3877, 9088, 17105, 24645, 17387, 18087]","[5625.0, 5625.001, 5625.002, 5625.003, 5625.004, 5625.005, 5645.0, 5645.001, 5645.002, 5645.003, 5645.004]"
4537,4538,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[26106, 26349, 32146, 27595, 26100, 22777, 25122, 23696, 20936, 10238, 25502, 2647, 23766]","[6074.0, 6074.001, 6074.002, 6074.003, 6074.004, 6074.005, 6074.006, 6074.007, 6074.008, 6074.009, 6074.01, 6074.011, 6074.012]"
4538,4539,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[13638, 5251, 5064, 1389, 3085, 3085, 11153, 7281, 5064, 7281]","[4970.0, 4970.001, 5534.0, 5534.001, 5534.002, 5534.003, 5534.004, 5534.005, 5534.006, 5534.007]"
4539,4540,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5189, 5092, 5086, 14854, 8795, 7766, 5558, 12282, 19574, 4978, 5090, 22294, 27148]","[6229.0, 6229.001, 6229.002, 6229.003, 6229.004, 6229.005, 6229.006, 6229.007, 6229.008, 6229.009, 6229.01, 6229.011, 6229.012]"
4540,4541,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[8792, 8792, 12710, 23913, 19882, 20043, 6045, 6083, 18093, 6045, 1033]","[5462.0, 5462.001, 5489.0, 5489.001, 5489.002, 5489.003, 5489.004, 5489.005, 5489.006, 5489.007, 5489.008]"
4541,4542,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7209, 7209, 2615, 6939, 15101, 12943, 4751, 6828, 12686, 6828, 5148, 7666, 5148, 4593, 8310, 7688, 4593, 3758, 3549, 2936, 1137, 7100, 7666]","[5682.0, 5682.001, 5954.0, 6085.0, 6190.0, 6190.001, 6190.002, 6190.003, 6190.004, 6190.005, 6190.006, 6190.007, 6190.008, 6190.009, 6190.01, 6190.011, 6190.012, 6190.013, 6190.014, 6190.015, 6190.016, 6190.017, 6190.018]"
4542,4543,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24562, 14703, 5239, 27667, 31425, 13518, 27234, 32411, 26982, 9442]","[5336.0, 5374.0, 5690.0, 5917.0, 5933.0, 5965.0, 5994.0, 6138.0, 6250.0, 6330.0]"
4543,4544,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[14264, 5009, 12618, 15202, 27033, 22123, 4055, 11889, 18533, 4055, 18136, 23266, 609, 5009, 2516, 4852, 4852, 25163, 25162, 12201, 17192, 10063, 9813, 5741, 22596, 4053, 4053, 17236, 20860, 2514, 4476, 4476, 17227, 5513, 3531]","[5850.0, 5850.001, 5850.002, 5850.003, 5850.004, 5850.005, 5850.006, 5850.007, 5850.008, 5850.009, 5850.01, 5850.011, 5850.012, 5850.013, 5850.014, 5850.015, 5850.016, 5850.017, 5850.018, 5850.019, 5851.0, 5851.001, 5851.002, 5851.003, 5851.004, 5851.005, 5851.006, 5851.007, 5851.008, 5851.009, 5851.01, 5851.011, 5851.012, 5851.013, 5851.014]"
4544,4545,"[5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[3795, 3795, 2112, 24228, 24802, 25793, 26173, 18543, 18542, 21690, 24142, 14520]","[5320.0, 5320.001, 5320.002, 5320.003, 5320.004, 5320.005, 5320.006, 5320.007, 5320.008, 5320.009, 5320.01, 5320.011]"
4545,4546,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0]","[7096, 5948, 5716, 5716, 5373, 4973, 3595, 3595, 4973, 5928, 5475, 8825, 2628, 13638, 5998, 8135, 7490, 7096, 12484, 8135]","[5528.0, 5528.001, 5528.002, 5528.003, 5528.004, 5528.005, 5528.006, 5528.007, 5528.008, 5528.009, 5528.01, 5528.011, 5528.012, 5528.013, 5528.014, 5528.015, 5528.016, 5528.017, 5528.018, 5528.019]"
