reviewerID,overall,asin,unixReviewTime
4691,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[7766, 7766, 7374, 2112, 7374, 7993, 8013, 7794, 7794, 8013]","[15706.0, 15706.0, 15706.0, 15706.0, 15706.0, 15706.0, 15706.0, 15706.0, 15706.0, 15706.0]"
4692,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1942, 32300, 32133, 9708, 2338, 30746, 27786, 30357, 26349, 27324, 27923, 27787, 4977, 695, 29608, 6434, 6434, 7802, 21658, 24372, 24434, 27595, 11243]","[17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17122.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0, 17130.0]"
4693,"[3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[26758, 8801, 10588, 20165, 11238, 22672, 10605, 4865, 4948, 23895, 23964, 10007, 25732, 24839, 1086, 2350, 4913, 4930, 24873, 4948, 10595, 7915, 20753, 15052, 22307]","[16555.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16737.0, 16755.0, 16755.0, 16755.0, 16835.0, 16952.0]"
4694,"[4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[25912, 27426, 26435, 19467, 25880, 25592, 25495, 25179, 22714, 22309, 20778, 26037, 19466, 14997, 14995, 11970, 11378, 5883, 4399, 26069, 26071, 27033, 27278, 28549, 28667, 29014, 29294, 1239, 2702, 3442, 14993, 19954]","[16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0, 16699.0]"
4695,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[11504, 13288, 28300, 26082, 30275, 3296, 3296, 10059, 10059, 32138, 9771]","[14148.0, 16272.0, 16411.0, 16575.0, 16627.0, 16644.0, 16644.0, 16644.0, 16644.0, 17451.0, 17604.0]"
4696,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0]","[8084, 3757, 1784, 3835, 10207, 12819, 15977, 17574, 6384, 19555, 20043, 4653, 4653, 20966, 29190, 30895, 31364, 32571, 10694, 29238, 8084]","[17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0, 17000.0]"
4697,"[5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0]","[2941, 5351, 22312, 2330, 23057, 23261, 21166, 23483, 17653, 14977, 25049, 5915, 6498, 6498, 25554, 28255, 30989, 30977, 17366, 31289, 12302, 32201, 6238]","[15328.0, 15446.0, 15772.0, 15793.0, 15921.0, 15955.0, 16024.0, 16024.0, 16040.0, 16051.0, 16052.0, 16140.0, 16165.0, 16165.0, 16603.0, 16647.0, 16723.0, 16733.0, 16757.0, 16772.0, 16870.0, 16997.0, 17295.0]"
4698,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[16657, 20243, 23965, 22307, 15053, 17929, 6784, 6784, 16458, 10896]","[15859.0, 15859.0, 16363.0, 16363.0, 16363.0, 16575.0, 16575.0, 16575.0, 16575.0, 16575.0]"
4699,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[8375, 8375, 16015, 7329, 7074, 2311, 2817, 4948, 7074, 6969, 6969, 1769, 16598, 7329, 4948, 4420, 4420, 8427, 1750, 18926, 10302, 9421, 13541, 8303, 9874, 8959, 8688, 8769, 7131, 26529, 30848, 6900, 6181, 4511, 3801, 3952, 4105, 9635, 2112, 2382]","[15394.0, 15394.0, 15394.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15406.0, 15823.0, 15823.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17491.0, 17512.0, 17512.0, 17672.0]"
4700,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6231, 4691, 4893, 22831, 721, 8478, 2115, 8740, 11325, 12515, 18046, 2463, 1921, 1091, 831, 8899, 7033, 7386, 11955, 9716, 11827, 11824, 5440, 13920, 7618, 7618, 21631, 15586, 7618, 2541, 2613, 7618, 7530, 7245, 7245, 3882, 5571, 5571, 6045, 6045, 6677, 17882, 7125, 16130, 7125, 4871, 4868, 3882, 5440, 8440, 8797, 8797, 16145, 21281, 8884, 9211, 5518, 8478, 9211, 9716, 26614, 7816, 7816, 25737, 24071, 7131, 7131, 12161, 15181, 1380, 6394, 6395, 11804, 1514, 8009, 8009, 7194, 7194, 5159, 1490, 6218, 21960, 5159, 2936, 10943, 6810, 7788, 10003, 18299, 10942, 7788, 9009, 11255, 24051, 7100, 7261, 18381, 3549, 13084, 3925, 7688, 12051, 7553, 7356, 7332, 15557, 13378, 11036]","[16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16310.0, 16436.0, 16436.0, 16436.0, 16436.0, 16443.0, 16487.0, 16487.0, 16780.0, 16780.0, 16780.0, 17005.0, 17005.0, 17111.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17118.0, 17395.0, 17395.0, 17395.0, 17573.0, 17666.0, 17666.0, 17666.0, 17666.0, 17666.0, 17666.0]"
4701,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[28038, 21691, 20217, 20108, 19845, 22083, 18194, 18898, 28039, 18942, 19436, 23739, 22668, 22596, 22285, 22283, 31015]","[16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 16803.0, 17233.0]"
4702,"[3.0, 5.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 5.0, 1.0, 1.0, 5.0, 1.0, 3.0, 5.0, 1.0]","[29776, 21108, 18905, 15803, 14645, 24845, 16508, 24280, 21240, 17220, 19666, 19143, 14141, 4456, 26927, 24087, 21110, 26563, 25209, 21107, 27358]","[16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16297.0, 16374.0, 16374.0, 16374.0, 16374.0, 16374.0, 16374.0, 16374.0]"
4703,"[5.0, 3.0, 3.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[8576, 23341, 23340, 23345, 29352, 29143, 26789, 23342, 26843, 27033, 27601, 27606, 27731, 28052, 28056, 28053, 29011, 23347, 24892]","[16593.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0, 16612.0]"
4704,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[8422, 8251, 5163, 7302, 5163, 8422, 8898, 15157, 20667, 23237, 24575, 25370, 28502, 8251, 30087, 6935, 7303, 29462]","[16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0, 16810.0]"
4705,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[670, 19655, 24163, 23961, 27186, 1748, 23171, 27279, 29866, 29864, 14887, 30943, 29914, 25887]","[15922.0, 15953.0, 16106.0, 16162.0, 16394.0, 16394.0, 16394.0, 16498.0, 16678.0, 16678.0, 16692.0, 16745.0, 16838.0, 16847.0]"
4706,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23072, 22108, 20491, 20251, 19585, 19046, 17477, 16833, 8017, 8017, 16082, 23237, 24244, 22780, 22034, 5276, 26312, 25241, 27717, 29227, 30554, 29897]","[16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16307.0, 16426.0, 16506.0, 16677.0, 16998.0]"
4707,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[11417, 7788, 7788, 32076, 22324, 2626, 10801, 9286, 8664, 8664, 1601, 5729]","[16053.0, 16053.0, 16053.0, 16080.0, 16080.0, 16097.0, 16097.0, 16154.0, 16154.0, 16154.0, 16984.0, 17241.0]"
4708,"[2.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1176, 4704, 4704, 23823, 2944, 17753, 2778, 22981, 7408, 6855, 6855, 8180, 8180, 11532, 21109, 3183, 1230, 1249, 9322, 9229, 1942, 6009, 5026, 5986, 10710, 11638, 9311]","[15630.0, 16077.0, 16077.0, 16100.0, 16175.0, 16191.0, 16267.0, 16487.0, 16597.0, 16597.0, 16597.0, 16613.0, 16613.0, 16634.0, 16634.0, 16634.0, 16676.0, 16676.0, 16751.0, 16751.0, 16818.0, 17022.0, 17022.0, 17022.0, 17022.0, 17170.0, 17486.0]"
4709,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 3.0, 3.0, 5.0]","[19578, 18071, 26053, 26125, 19680, 23010, 26994, 13977, 27614, 27968, 27082, 13676, 16148, 30595, 30921, 30395, 29210, 32334]","[15992.0, 15992.0, 16229.0, 16229.0, 16244.0, 16265.0, 16363.0, 16363.0, 16371.0, 16510.0, 16643.0, 16677.0, 16677.0, 16739.0, 16739.0, 16739.0, 16739.0, 16899.0]"
4710,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24852, 24531, 26648, 29019, 29532, 32376, 32018, 32049, 31241, 26770, 32469, 25004, 31404, 22650]","[16356.0, 16357.0, 16432.0, 16640.0, 16640.0, 17017.0, 17019.0, 17019.0, 17157.0, 17157.0, 17157.0, 17209.0, 17209.0, 17350.0]"
4711,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0]","[126, 9364, 9364, 20063, 9888, 9888, 19352, 817, 11664, 14674, 23904]","[12202.0, 12267.0, 12267.0, 12334.0, 13292.0, 13292.0, 13560.0, 13682.0, 13719.0, 15214.0, 16113.0]"
4712,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7567, 8397, 6640, 12511, 6640, 12794, 3593, 16933, 4224, 11564]","[16503.0, 16503.0, 16504.0, 16504.0, 16504.0, 16542.0, 16566.0, 16566.0, 16566.0, 16588.0]"
4713,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[24845, 19693, 16441, 1678, 5574, 3265, 12695, 16855, 3416, 23774, 25370, 28215, 9902, 27275, 27276, 27914, 28052, 28930, 28053, 28057, 28058, 29105, 28055, 16720, 24389, 25236, 27184, 28050, 5610, 15468, 32644, 1250, 19708, 26773]","[15651.0, 15664.0, 15728.0, 15728.0, 15871.0, 15949.0, 15949.0, 15949.0, 16139.0, 16187.0, 16237.0, 16440.0, 16440.0, 16501.0, 16501.0, 16501.0, 16501.0, 16671.0, 16671.0, 16671.0, 16671.0, 16671.0, 16671.0, 16698.0, 16698.0, 16698.0, 16698.0, 16698.0, 16698.0, 17387.0, 17387.0, 17387.0, 17387.0, 17387.0]"
4714,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[19462, 27330, 19943, 22556, 8791, 26141, 8340, 6106, 26001, 25779, 30984]","[16998.0, 16998.0, 16998.0, 17053.0, 17053.0, 17053.0, 17053.0, 17074.0, 17074.0, 17074.0, 17199.0]"
4715,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[16287, 1028, 10416, 19139, 4455, 12909, 11675, 8599, 8599, 19329, 6784, 21534, 1011, 5401, 5401, 4455, 2336, 6784]","[15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0, 15871.0]"
4716,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19092, 16368, 21080, 27606, 15064, 25466, 12733, 10688, 14709, 3517, 22686, 3517, 2885, 28878, 4148, 12452, 1137, 21077, 15980, 15030, 15989, 4102, 4102, 1471]","[15969.0, 15969.0, 16328.0, 16407.0, 16407.0, 16407.0, 16407.0, 16407.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16491.0, 16692.0, 16692.0, 17001.0]"
4717,"[4.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 5.0, 3.0, 5.0, 3.0, 3.0, 4.0, 3.0, 2.0, 2.0, 5.0, 3.0, 3.0, 5.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[10543, 435, 6047, 6047, 244, 912, 20829, 21206, 163, 16463, 17920, 19669, 11256, 209, 16097, 26123, 23437, 22385, 30024, 23612, 523, 27659, 288, 28968, 30564, 24413, 31644, 31480, 32622, 32125, 32653, 10921, 15848, 24692, 15836, 20300, 23233, 25725, 25726, 25269, 30720]","[15369.0, 15417.0, 15484.0, 15484.0, 15547.0, 15565.0, 15592.0, 15725.0, 16090.0, 16182.0, 16244.0, 16321.0, 16357.0, 16396.0, 16400.0, 16473.0, 16474.0, 16584.0, 16670.0, 16673.0, 16730.0, 16753.0, 16760.0, 16823.0, 17005.0, 17008.0, 17033.0, 17054.0, 17100.0, 17103.0, 17165.0, 17422.0, 17523.0, 17523.0, 17554.0, 17586.0, 17677.0, 17677.0, 17678.0, 17678.0, 17731.0]"
4718,"[1.0, 4.0, 4.0, 2.0, 4.0, 3.0, 3.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0]","[11359, 9981, 9981, 11735, 11740, 8770, 8770, 10699, 4303, 11982, 12242, 12250, 11604, 13210, 10701, 13471, 13494, 14192, 14356, 14666, 14972, 15432]","[14110.0, 14148.0, 14148.0, 14152.0, 14159.0, 14169.0, 14169.0, 14174.0, 14177.0, 14189.0, 14216.0, 14216.0, 14256.0, 14257.0, 14259.0, 14271.0, 14286.0, 14393.0, 14422.0, 14495.0, 14537.0, 14732.0]"
4719,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[6283, 11661, 8775, 8775, 10645, 756, 3954, 3954, 13928, 4993, 4993]","[13922.0, 13922.0, 14088.0, 14088.0, 14283.0, 14283.0, 14283.0, 14283.0, 14283.0, 14283.0, 14283.0]"
4720,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4871, 6248, 6248, 7112, 7112, 7971, 7971, 9616, 9616, 13662, 4871, 9533]","[15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15695.0, 15699.0]"
4721,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[28524, 28239, 29337, 19072, 11685, 29322, 29322, 20123, 3716, 3716, 5412, 3440, 1916, 29392, 19039, 8966, 26629, 30699]","[16566.0, 16608.0, 16625.0, 16625.0, 16625.0, 16734.0, 16734.0, 16830.0, 16876.0, 16876.0, 17000.0, 17142.0, 17142.0, 17182.0, 17319.0, 17319.0, 17343.0, 17365.0]"
4722,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[27694, 14443, 5853, 14324, 5757, 5087, 5038, 5039, 5038, 5036]","[17048.0, 17048.0, 17048.0, 17048.0, 17048.0, 17048.0, 17048.0, 17048.0, 17048.0, 17048.0]"
4723,"[5.0, 3.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[18943, 16707, 17994, 18136, 18488, 11897, 15978, 16158, 15722, 10100, 10100, 1652, 17823, 17539, 20970, 21691, 20574, 19121]","[15282.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15313.0, 15719.0, 15783.0, 15869.0, 16006.0, 16370.0]"
4724,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[12909, 2668, 30057, 30981, 26037, 31333, 30599, 31692, 30169, 32844, 479, 30730, 21404, 29550]","[16659.0, 16659.0, 16725.0, 16732.0, 16759.0, 16766.0, 16766.0, 16828.0, 16828.0, 17049.0, 17123.0, 17431.0, 17681.0, 17764.0]"
4725,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[23861, 23504, 22395, 13667, 11456, 26130, 24839, 26332, 31044, 29904, 26775]","[16272.0, 16272.0, 16272.0, 16272.0, 16272.0, 16272.0, 16413.0, 16742.0, 16889.0, 17197.0, 17464.0]"
4726,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2996, 25397, 26541, 25592, 9503, 17668, 9388, 9534, 14719, 27212, 27212, 9289, 20459, 24760, 25397, 6205]","[16667.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17520.0, 17586.0]"
4727,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[31759, 29889, 29082, 29513, 32653, 32678, 9935, 17657, 23474, 23472, 31148]","[17143.0, 17143.0, 17143.0, 17143.0, 17143.0, 17143.0, 17143.0, 17143.0, 17143.0, 17143.0, 17143.0]"
4728,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1216, 6064, 6064, 20501, 1990, 1417, 25378, 5739, 5667, 8568, 31991, 14577]","[15503.0, 15559.0, 15559.0, 15559.0, 15606.0, 16828.0, 16926.0, 17098.0, 17098.0, 17373.0, 17373.0, 17414.0]"
4729,"[5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0]","[2300, 10629, 25193, 14536, 17243, 12570, 7741, 7726, 17459, 27355, 10550, 9166]","[16058.0, 16183.0, 16289.0, 16307.0, 16376.0, 16421.0, 16434.0, 16545.0, 16595.0, 16626.0, 16638.0, 17061.0]"
4730,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6994, 6992, 6992, 7829, 11970, 13306, 15030, 18136, 18524, 23651, 24450, 24471, 24643, 5044, 29914, 25955, 24846, 24643, 25721]","[16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0, 16600.0]"
4731,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[9693, 9693, 19533, 30359, 30868, 27429, 12200, 1240, 20529, 28938, 29187, 28904]","[15558.0, 15558.0, 16211.0, 16773.0, 16773.0, 16823.0, 16823.0, 16823.0, 16823.0, 16823.0, 16823.0, 16823.0]"
4732,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 4.0]","[1266, 20854, 9795, 9795, 32264, 5554, 3483, 10762, 7261, 7037, 20407, 2004, 32338, 7815, 8310, 12098, 18234, 18465]","[15865.0, 15865.0, 16432.0, 16432.0, 17108.0, 17480.0, 17480.0, 17480.0, 17480.0, 17480.0, 17480.0, 17488.0, 17488.0, 17488.0, 17488.0, 17488.0, 17488.0, 17488.0]"
4733,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19785, 12573, 6995, 10660, 25258, 1942, 9641, 9672, 9672, 9674, 9674]","[16247.0, 16290.0, 16378.0, 16378.0, 16486.0, 16486.0, 16486.0, 16486.0, 16486.0, 16499.0, 16499.0]"
4734,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5660, 19647, 24777, 14679, 10282, 8954, 8394, 5091, 4502, 3391, 1980, 15182, 1462, 10097]","[17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0, 17242.0]"
4735,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[3023, 10865, 3630, 3630, 25880, 23148, 11437, 11228, 7581, 17339, 17084, 24038]","[16205.0, 16501.0, 16501.0, 16501.0, 16501.0, 16501.0, 16501.0, 16501.0, 16501.0, 16839.0, 16839.0, 16839.0]"
4736,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2797, 1216, 17144, 17822, 23524, 8367, 11792, 1059, 11282, 17824, 4027, 4027, 27773, 30770, 12777, 27237, 31420, 31784, 32094, 21323]","[16658.0, 16658.0, 16658.0, 16662.0, 16662.0, 16664.0, 16664.0, 16664.0, 16678.0, 16748.0, 16748.0, 16748.0, 16751.0, 16771.0, 16823.0, 16824.0, 16824.0, 17048.0, 17048.0, 17150.0]"
