asin,overall,reviewerID,unixReviewTime
19937,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6596, 966, 882, 1600, 2326, 4626, 4882, 3400, 1859]","[15693.0, 15705.0, 15955.0, 16414.0, 16433.0, 16491.0, 16497.0, 16716.0, 16905.0]"
19938,"[5.0, 5.0, 5.0]","[3520, 877, 1475]","[16417.0, 16513.0, 16659.0]"
19939,"[5.0, 5.0]","[2163, 4317]","[16749.0, 17014.0]"
19940,[5.0],[6939],[15540.0]
19941,[5.0],[5618],[16824.0]
19942,"[5.0, 3.0, 5.0]","[1225, 1226, 4601]","[16074.0, 16510.0, 16621.0]"
19943,"[5.0, 5.0]","[7262, 4714]","[16686.0, 16998.0]"
19944,"[5.0, 5.0]","[2758, 1801]","[16484.0, 16926.0]"
19945,"[5.0, 1.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0]","[6679, 4618, 29, 644, 152, 4914, 2257, 661, 2343]","[15405.0, 15440.0, 15480.0, 15787.0, 15809.0, 15888.0, 16080.0, 17051.0, 17168.0]"
19946,"[5.0, 4.0, 4.0, 5.0, 4.0, 5.0]","[5788, 4914, 1796, 2022, 6937, 651]","[15723.0, 15888.0, 16217.0, 16808.0, 16948.0, 17120.0]"
19947,[5.0],[2022],[16807.0]
19948,"[4.0, 3.0, 5.0, 4.0, 1.0]","[4914, 3548, 6169, 2633, 1501]","[15888.0, 16055.0, 16189.0, 16190.0, 16341.0]"
19949,"[4.0, 2.0, 5.0, 4.0]","[1796, 2644, 2022, 6937]","[16217.0, 16418.0, 16808.0, 16948.0]"
19950,"[4.0, 4.0, 5.0, 5.0, 1.0, 5.0, 5.0]","[2808, 4914, 6169, 645, 1501, 2022, 1370]","[15796.0, 15888.0, 16196.0, 16311.0, 16341.0, 16808.0, 17462.0]"
19951,"[4.0, 5.0, 5.0, 5.0, 5.0]","[4914, 6169, 645, 2022, 651]","[15888.0, 16196.0, 16311.0, 16812.0, 17120.0]"
19952,[2.0],[6672],[16129.0]
19953,"[5.0, 5.0, 5.0]","[2318, 2369, 3617]","[15816.0, 16022.0, 16351.0]"
19954,"[4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[5699, 5267, 2230, 4694, 3966, 3471, 3220]","[15828.0, 16308.0, 16536.0, 16699.0, 16812.0, 16846.0, 17471.0]"
19955,"[4.0, 5.0, 3.0]","[5591, 5750, 4164]","[15728.0, 16313.0, 16853.0]"
19956,"[5.0, 2.0, 2.0]","[4013, 238, 962]","[15509.0, 16034.0, 16371.0]"
19957,"[5.0, 5.0, 5.0]","[6558, 2773, 3291]","[15589.0, 15595.0, 15680.0]"
19958,"[4.0, 5.0]","[7325, 3543]","[16634.0, 16877.0]"
19959,"[5.0, 5.0, 4.0, 5.0, 5.0]","[5513, 3933, 5337, 3543, 6187]","[15746.0, 16585.0, 16660.0, 16877.0, 17382.0]"
19960,"[4.0, 5.0, 5.0]","[3073, 5227, 2601]","[16457.0, 16733.0, 16885.0]"
19961,"[5.0, 4.0, 4.0]","[2025, 3073, 5006]","[16343.0, 16457.0, 17196.0]"
19962,[5.0],[3770],[16965.0]
19963,"[4.0, 5.0]","[3543, 7325]","[16877.0, 16997.0]"
19964,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2348, 4910, 3933, 3301, 5227, 333]","[15565.0, 15722.0, 16585.0, 16621.0, 16733.0, 17672.0]"
19965,"[5.0, 5.0]","[2742, 3543]","[16261.0, 16877.0]"
19966,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4211, 7451, 5227, 1886, 5534, 796, 2774, 1818, 5491]","[16264.0, 16293.0, 16735.0, 16819.0, 16890.0, 16910.0, 17109.0, 17542.0, 17668.0]"
19967,[5.0],[4688],[17004.0]
19968,[5.0],[6169],[15998.0]
19969,"[2.0, 2.0, 5.0, 2.0]","[6808, 6403, 3417, 4659]","[15502.0, 15750.0, 15996.0, 16078.0]"
19970,"[4.0, 3.0, 5.0, 5.0, 5.0, 5.0]","[3280, 2005, 3154, 6020, 6324, 2353]","[15750.0, 15863.0, 15972.0, 16113.0, 16412.0, 16909.0]"
19971,[3.0],[5456],[16612.0]
19972,"[5.0, 5.0, 5.0]","[5926, 6700, 5926]","[16361.0, 17018.0, 17053.0]"
19973,[5.0],[7025],[17415.0]
19974,"[5.0, 5.0, 5.0, 5.0]","[3991, 6748, 490, 6790]","[15736.0, 15773.0, 15791.0, 17430.0]"
19975,"[5.0, 5.0, 5.0, 3.0, 4.0]","[4823, 4263, 7019, 1283, 6753]","[15779.0, 15932.0, 15996.0, 16425.0, 16497.0]"
19976,"[5.0, 4.0, 5.0, 4.0, 2.0]","[4823, 6794, 104, 1283, 196]","[15779.0, 16364.0, 16397.0, 16425.0, 16938.0]"
19977,[5.0],[4488],[16327.0]
19978,"[5.0, 5.0]","[5049, 4096]","[15645.0, 16860.0]"
19979,[1.0],[6563],[16552.0]
19980,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[2502, 4488, 3142, 7064, 3130, 5790, 2682]","[15946.0, 16327.0, 16436.0, 16661.0, 16753.0, 16857.0, 17669.0]"
19981,[5.0],[2194],[15946.0]
19982,"[4.0, 5.0]","[603, 2688]","[16715.0, 17254.0]"
19983,"[5.0, 5.0, 5.0]","[636, 2429, 7337]","[15771.0, 15825.0, 16760.0]"
19984,[5.0],[6165],[15725.0]
19985,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0]","[5304, 379, 4590, 585, 55, 6038, 571, 3292, 480, 1115, 5145]","[15528.0, 15589.0, 15673.0, 15687.0, 15698.0, 15746.0, 15790.0, 15793.0, 15812.0, 16254.0, 16262.0]"
19986,"[5.0, 4.0]","[2808, 5724]","[15739.0, 15936.0]"
19987,"[5.0, 5.0]","[1726, 2808]","[15437.0, 15796.0]"
19988,[4.0],[2808],[15796.0]
19989,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[2942, 5003, 4590, 4671, 5145, 3773, 328]","[15545.0, 15623.0, 15673.0, 15911.0, 16262.0, 16755.0, 17568.0]"
19990,"[5.0, 5.0]","[2415, 3972]","[15758.0, 16684.0]"
19991,"[5.0, 4.0]","[1335, 153]","[14873.0, 15737.0]"
19992,[5.0],[169],[15619.0]
19993,"[5.0, 5.0, 5.0, 5.0]","[26, 6405, 2486, 1851]","[16154.0, 16403.0, 17352.0, 17393.0]"
19994,[5.0],[2486],[17352.0]
19995,"[4.0, 5.0]","[440, 2263]","[15581.0, 15905.0]"
19996,"[5.0, 5.0, 4.0, 4.0]","[2194, 152, 4017, 5676]","[15928.0, 16281.0, 16471.0, 16969.0]"
19997,"[4.0, 5.0]","[717, 2568]","[15661.0, 16585.0]"
19998,[3.0],[2886],[16910.0]
19999,"[3.0, 5.0, 5.0, 4.0]","[5741, 4819, 5540, 5504]","[15419.0, 16387.0, 16410.0, 16434.0]"
20000,"[5.0, 5.0]","[7307, 3523]","[16156.0, 17601.0]"
20001,[5.0],[1049],[15641.0]
20002,[5.0],[3388],[16789.0]
20003,[5.0],[5745],[17505.0]
20004,"[5.0, 5.0, 5.0]","[602, 3074, 5014]","[15866.0, 16524.0, 16679.0]"
20005,"[5.0, 5.0, 4.0]","[3577, 1564, 6864]","[15754.0, 16319.0, 16333.0]"
20006,"[5.0, 5.0]","[389, 2318]","[15668.0, 15816.0]"
20007,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[3444, 3161, 5843, 5583, 498, 2222, 1099, 6559, 6559, 1169, 3074, 6645, 3623, 5811, 455]","[15679.0, 15772.0, 15822.0, 16319.0, 16413.0, 16498.0, 16516.0, 16587.0, 16621.0, 16669.0, 16686.0, 16910.0, 17118.0, 17631.0, 17646.0]"
20008,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5087, 4110, 2079, 4432, 2208, 2624, 2297, 1401, 396, 1333, 4153]","[15549.0, 15589.0, 15685.0, 15715.0, 15809.0, 15975.0, 16171.0, 16354.0, 16424.0, 16895.0, 17075.0]"
20009,[1.0],[6975],[17301.0]
20010,[5.0],[3466],[17633.0]
20011,[5.0],[496],[17042.0]
20012,"[5.0, 5.0, 5.0, 5.0]","[4662, 5713, 1393, 1226]","[15434.0, 15707.0, 15782.0, 16514.0]"
20013,"[5.0, 5.0, 5.0, 5.0, 5.0]","[6847, 1900, 6018, 5915, 2139]","[16257.0, 16525.0, 16639.0, 16772.0, 17098.0]"
20014,[5.0],[1900],[16525.0]
20015,"[5.0, 5.0]","[5395, 5915]","[15946.0, 17180.0]"
20016,[5.0],[2172],[16752.0]
20017,"[5.0, 4.0]","[6559, 6880]","[16621.0, 17670.0]"
20018,[5.0],[1830],[16334.0]
20019,[3.0],[892],[15471.0]
20020,[3.0],[246],[16805.0]
20021,[5.0],[5705],[15917.0]
20022,"[4.0, 5.0, 5.0]","[2005, 4360, 947]","[15434.0, 15741.0, 15985.0]"
20023,"[5.0, 5.0, 5.0]","[5145, 4523, 2473]","[16262.0, 16395.0, 17264.0]"
20024,[5.0],[2473],[17238.0]
20025,[5.0],[5191],[16452.0]
20026,[3.0],[1222],[17421.0]
20027,"[5.0, 5.0]","[2539, 1613]","[16911.0, 17062.0]"
20028,"[5.0, 5.0]","[5184, 5243]","[16178.0, 16765.0]"
20029,"[5.0, 5.0, 5.0, 3.0]","[3971, 3135, 4494, 918]","[15695.0, 16094.0, 16405.0, 16582.0]"
20030,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[856, 5216, 5415, 5164, 6515, 7197, 4092, 5243, 4923, 4306]","[15606.0, 15698.0, 15739.0, 15869.0, 16277.0, 16375.0, 16685.0, 16765.0, 17098.0, 17141.0]"
20031,"[5.0, 5.0, 5.0]","[3971, 5243, 2139]","[15695.0, 16765.0, 16865.0]"
20032,[1.0],[6808],[15502.0]
20033,[2.0],[480],[15722.0]
20034,"[5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2638, 258, 4316, 590, 6176, 5072, 898, 5911, 1520, 6127, 2758, 2450, 2823, 2321, 7035, 5870]","[15709.0, 15764.0, 15797.0, 15892.0, 15963.0, 16212.0, 16264.0, 16287.0, 16337.0, 16441.0, 16484.0, 16555.0, 16621.0, 16689.0, 16690.0, 17032.0]"
20035,"[5.0, 5.0]","[4345, 3271]","[16889.0, 17630.0]"
20036,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5752, 86, 334, 5425, 5911, 7241, 1520, 4097, 472, 1409, 2279, 2758, 973, 1991, 2340]","[16084.0, 16175.0, 16179.0, 16235.0, 16287.0, 16309.0, 16337.0, 16404.0, 16407.0, 16450.0, 16454.0, 16484.0, 16525.0, 16681.0, 16766.0]"
20037,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6369, 2900, 3374, 7381, 5425, 5825, 5911, 2688, 5015, 2758, 4882, 973, 5870, 47]","[15817.0, 15847.0, 15861.0, 16069.0, 16073.0, 16086.0, 16287.0, 16339.0, 16444.0, 16484.0, 16497.0, 16525.0, 17010.0, 17306.0]"
20038,"[5.0, 5.0]","[2677, 767]","[16418.0, 16810.0]"
20039,[5.0],[7353],[15461.0]
20040,"[5.0, 4.0, 5.0]","[2153, 4016, 5994]","[16332.0, 16456.0, 16596.0]"
20041,"[5.0, 5.0, 3.0]","[5916, 5916, 4221]","[15323.0, 15610.0, 16405.0]"
20042,[5.0],[7418],[16266.0]
20043,"[5.0, 2.0, 4.0, 1.0, 1.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[5916, 5741, 7343, 290, 290, 1980, 4319, 2451, 6769, 1247, 2428, 481, 1142, 35, 6642, 6447, 2885, 5415, 105, 290, 965, 5373, 6191, 5616, 6836, 7081, 6121, 6086, 7232, 3435, 2875, 7094, 405, 1768, 4031, 3767, 7418, 6002, 4671, 4083, 12, 4221, 2224, 3547, 6124, 3685, 4541, 683, 7149, 5691, 7395, 1374, 4462, 5271, 6363, 4033, 3764, 4696, 3850, 1979, 3220, 328]","[15503.0, 15514.0, 15557.0, 15559.0, 15571.0, 15576.0, 15595.0, 15605.0, 15618.0, 15670.0, 15679.0, 15681.0, 15705.0, 15709.0, 15710.0, 15722.0, 15730.0, 15739.0, 15739.0, 15745.0, 15752.0, 15768.0, 15782.0, 15789.0, 15794.0, 15867.0, 15872.0, 15950.0, 15969.0, 15971.0, 16022.0, 16022.0, 16027.0, 16095.0, 16176.0, 16262.0, 16266.0, 16296.0, 16300.0, 16343.0, 16348.0, 16405.0, 16422.0, 16434.0, 16436.0, 16439.0, 16445.0, 16451.0, 16503.0, 16508.0, 16645.0, 16657.0, 16705.0, 16720.0, 16814.0, 16879.0, 16935.0, 17000.0, 17152.0, 17343.0, 17471.0, 17487.0]"
20044,[5.0],[5916],[15503.0]
20045,"[5.0, 1.0, 1.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0]","[5916, 290, 290, 4038, 290, 1435, 4878, 7418, 3139, 6867, 7395, 4462, 3545, 6363, 4753, 1786, 6609, 1979, 478]","[15503.0, 15508.0, 15571.0, 15792.0, 15920.0, 15927.0, 16086.0, 16266.0, 16488.0, 16514.0, 16645.0, 16705.0, 16773.0, 16814.0, 16924.0, 16968.0, 17259.0, 17343.0, 17425.0]"
20046,"[1.0, 2.0, 5.0, 5.0, 5.0, 1.0, 5.0]","[290, 2433, 7149, 4041, 6875, 290, 4078]","[16047.0, 16190.0, 16503.0, 16563.0, 16634.0, 16641.0, 16862.0]"
20047,"[5.0, 2.0]","[5916, 1047]","[15564.0, 15697.0]"
20048,"[4.0, 4.0, 4.0, 4.0, 5.0]","[6321, 602, 4410, 4921, 2251]","[15620.0, 15675.0, 15905.0, 16192.0, 16550.0]"
20049,"[5.0, 5.0, 5.0, 5.0, 5.0]","[359, 4617, 2773, 3291, 5813]","[15589.0, 15589.0, 15595.0, 15680.0, 16258.0]"
20050,"[5.0, 4.0]","[438, 2679]","[16000.0, 16931.0]"
20051,"[5.0, 3.0]","[7038, 6482]","[16626.0, 16779.0]"
20052,"[5.0, 5.0, 5.0]","[1696, 2438, 1749]","[16451.0, 16620.0, 16850.0]"
20053,[4.0],[5994],[16492.0]
20054,"[2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5164, 3157, 3040, 1989, 2606, 4530, 1548, 356, 2320, 3446, 5081, 1258, 1404, 4286]","[15806.0, 15844.0, 15973.0, 15981.0, 16200.0, 16262.0, 16307.0, 16466.0, 16655.0, 16695.0, 16753.0, 16927.0, 17133.0, 17608.0]"
20055,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[4271, 351, 2403, 4567, 1404, 5652, 1147, 308, 3621, 4757]","[15713.0, 16300.0, 16347.0, 16373.0, 16551.0, 16553.0, 16586.0, 17118.0, 17198.0, 17233.0]"
20056,[5.0],[1215],[17025.0]
20057,[5.0],[4822],[15748.0]
20058,"[3.0, 4.0]","[3558, 5879]","[15773.0, 16821.0]"
20059,[5.0],[1593],[16264.0]
20060,"[5.0, 5.0]","[6089, 2626]","[15589.0, 16534.0]"
20061,[5.0],[6866],[16611.0]
20062,"[4.0, 5.0, 5.0, 5.0]","[5429, 1471, 894, 4087]","[15619.0, 15748.0, 15774.0, 16724.0]"
20063,"[4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[4518, 1571, 4711, 1571, 3592, 1571, 1571, 2707, 4571, 1899, 5466]","[11622.0, 11683.0, 12334.0, 14113.0, 14147.0, 14198.0, 14712.0, 15876.0, 15935.0, 16046.0, 17364.0]"
20064,[5.0],[1579],[16621.0]
20065,[5.0],[5349],[17148.0]
20066,[5.0],[1698],[16209.0]
20067,"[5.0, 5.0]","[1628, 3728]","[16559.0, 17329.0]"
20068,[5.0],[6109],[15875.0]
20069,"[4.0, 5.0, 5.0]","[4285, 630, 6882]","[16089.0, 16579.0, 16860.0]"
20070,[5.0],[6760],[16567.0]
20071,"[5.0, 5.0, 5.0, 4.0, 5.0]","[4939, 6487, 4360, 3280, 6324]","[15641.0, 15728.0, 15741.0, 15750.0, 16412.0]"
20072,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1273, 3122, 5164, 5726, 6985, 4494, 6595, 4472, 3547, 6600, 1337, 612]","[15662.0, 15703.0, 15806.0, 16294.0, 16371.0, 16405.0, 16440.0, 16502.0, 16543.0, 16577.0, 16746.0, 17675.0]"
20073,[5.0],[1352],[16810.0]
20074,"[5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[856, 5024, 5364, 4494, 6595, 2007, 6376, 6825, 1337, 1161, 2822, 612]","[15554.0, 16001.0, 16330.0, 16405.0, 16440.0, 16500.0, 16504.0, 16520.0, 16746.0, 17116.0, 17123.0, 17675.0]"
20075,[1.0],[6615],[15559.0]
20076,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[930, 4432, 4410, 3926, 5094, 6186, 3617, 6418]","[15704.0, 15715.0, 15905.0, 16267.0, 16334.0, 16345.0, 16351.0, 17175.0]"
20077,"[2.0, 5.0, 3.0]","[5741, 1902, 6524]","[15440.0, 16750.0, 16758.0]"
20078,"[2.0, 5.0, 1.0, 1.0, 5.0, 5.0]","[5741, 6191, 290, 290, 678, 7262]","[15445.0, 15782.0, 15842.0, 15871.0, 16407.0, 16686.0]"
20079,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[4755, 265, 5764, 4081, 7369, 1657, 217, 6169, 3461, 7337, 6478, 3258, 1073, 3402]","[15498.0, 15668.0, 15670.0, 15756.0, 15886.0, 15907.0, 16015.0, 16353.0, 16630.0, 16840.0, 16941.0, 17135.0, 17173.0, 17610.0]"
20080,"[5.0, 5.0]","[1726, 7101]","[15649.0, 15846.0]"
20081,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0]","[4755, 463, 3561, 4081, 6063, 3847, 7275, 5785, 217, 4785, 6211, 5369, 5571, 88, 5340, 6357, 2114, 793, 2172, 6794, 5467, 4775, 7078, 1325, 6662, 1256, 2557, 3461, 223, 3860, 18, 7337, 2719, 2915, 96, 2136, 2137, 220, 1073, 4890, 3558, 6609, 4140, 3204]","[15498.0, 15589.0, 15754.0, 15756.0, 15817.0, 15831.0, 15866.0, 15877.0, 16015.0, 16058.0, 16082.0, 16115.0, 16234.0, 16247.0, 16250.0, 16272.0, 16298.0, 16316.0, 16317.0, 16364.0, 16398.0, 16490.0, 16495.0, 16549.0, 16554.0, 16555.0, 16559.0, 16630.0, 16712.0, 16749.0, 16756.0, 16760.0, 16827.0, 16839.0, 16885.0, 16944.0, 16957.0, 17084.0, 17173.0, 17178.0, 17252.0, 17259.0, 17303.0, 17589.0]"
20082,"[5.0, 5.0, 5.0]","[4081, 404, 5369]","[15938.0, 16514.0, 17427.0]"
20083,"[5.0, 5.0, 5.0]","[5003, 3714, 1391]","[16545.0, 16598.0, 16904.0]"
20084,"[5.0, 5.0]","[2211, 1768]","[15472.0, 16095.0]"
20085,[5.0],[4951],[16540.0]
20086,"[5.0, 5.0]","[3965, 5727]","[16770.0, 17204.0]"
20087,[5.0],[6288],[15479.0]
20088,[5.0],[3413],[16219.0]
20089,"[5.0, 5.0]","[5274, 7304]","[16424.0, 16889.0]"
20090,"[5.0, 5.0]","[6214, 1662]","[16559.0, 16733.0]"
20091,"[5.0, 3.0]","[2496, 2415]","[15974.0, 16425.0]"
20092,[5.0],[445],[16505.0]
20093,"[5.0, 5.0]","[847, 6186]","[15857.0, 16345.0]"
20094,"[5.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[7135, 325, 3217, 3072, 4075, 1346]","[15420.0, 15427.0, 15639.0, 15797.0, 16567.0, 17171.0]"
20095,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[1891, 6139, 4997, 6496, 973, 5120, 7087]","[15746.0, 15799.0, 16147.0, 16414.0, 16525.0, 16707.0, 16865.0]"
20096,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[2325, 2372, 5598, 3231, 6373, 1680, 1237, 6496, 2172, 7087, 571]","[15648.0, 15709.0, 16093.0, 16135.0, 16286.0, 16289.0, 16322.0, 16414.0, 16540.0, 16865.0, 16977.0]"
20097,[5.0],[6496],[16414.0]
20098,"[5.0, 5.0, 5.0]","[2540, 1635, 1439]","[15726.0, 16206.0, 16564.0]"
20099,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1685, 3216, 4173, 3139, 4937, 5725, 5319]","[15773.0, 16232.0, 16329.0, 16488.0, 16585.0, 16683.0, 16908.0]"
20100,"[5.0, 5.0]","[5319, 7025]","[16908.0, 17374.0]"
20101,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[4648, 565, 5351, 4789, 802, 2750, 3507, 7081, 6061, 4110, 1040, 5270, 4785, 7066, 30, 3233, 479, 1, 809, 1127, 1699, 1237, 7328, 1868, 1986, 2262, 6332, 1567, 5861, 2335, 3319, 187, 4867, 6440, 3624, 4252, 2541, 6038]","[15628.0, 15679.0, 15709.0, 15712.0, 15712.0, 15728.0, 15817.0, 15867.0, 15917.0, 15925.0, 16004.0, 16020.0, 16057.0, 16066.0, 16125.0, 16139.0, 16268.0, 16285.0, 16288.0, 16336.0, 16418.0, 16418.0, 16443.0, 16502.0, 16533.0, 16560.0, 16580.0, 16672.0, 16680.0, 16702.0, 16710.0, 16749.0, 16803.0, 17091.0, 17118.0, 17208.0, 17559.0, 17668.0]"
20102,[5.0],[187],[16749.0]
20103,"[4.0, 4.0, 4.0]","[7082, 6004, 6446]","[15464.0, 15468.0, 15489.0]"
20104,"[4.0, 5.0]","[2005, 5042]","[15483.0, 16293.0]"
20105,[5.0],[2248],[16081.0]
20106,[5.0],[4889],[16862.0]
20107,[5.0],[859],[15712.0]
20108,"[5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[6267, 6973, 6045, 3179, 1227, 3138, 6595, 2230, 4701, 4015, 5923]","[15905.0, 15980.0, 15992.0, 16101.0, 16339.0, 16390.0, 16440.0, 16515.0, 16803.0, 16808.0, 17187.0]"
20109,"[5.0, 4.0, 2.0, 5.0, 4.0]","[5838, 1441, 2280, 6186, 7355]","[15794.0, 15838.0, 16125.0, 16345.0, 16577.0]"
20110,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[4110, 5172, 2079, 3161, 3668, 3970, 4410, 3547, 4568]","[15589.0, 15649.0, 15739.0, 15772.0, 15801.0, 15841.0, 15905.0, 16434.0, 16719.0]"
20111,[5.0],[4056],[15691.0]
20112,"[5.0, 1.0, 5.0]","[592, 687, 900]","[15913.0, 16350.0, 16643.0]"
20113,"[4.0, 5.0, 5.0]","[588, 5740, 7374]","[16138.0, 16769.0, 17616.0]"
20114,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0]","[3143, 7467, 4636, 4137, 5967, 3157, 3212, 5512, 27, 1461, 7374]","[16571.0, 16682.0, 16697.0, 16909.0, 16925.0, 17141.0, 17145.0, 17201.0, 17309.0, 17350.0, 17616.0]"
20115,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[5216, 5024, 355, 6216, 3143, 7467, 4137, 3157, 3092, 27]","[15845.0, 15975.0, 16286.0, 16528.0, 16571.0, 16682.0, 16909.0, 17141.0, 17318.0, 17541.0]"
20116,[5.0],[2842],[16348.0]
20117,[5.0],[809],[16288.0]
20118,[5.0],[1461],[16182.0]
20119,"[5.0, 5.0, 5.0]","[145, 1327, 6311]","[16504.0, 17154.0, 17509.0]"
20120,"[5.0, 3.0, 5.0, 4.0, 5.0]","[4795, 4927, 6139, 3507, 4814]","[15758.0, 15771.0, 15799.0, 15817.0, 16267.0]"
20121,"[4.0, 5.0]","[6004, 2901]","[13210.0, 15668.0]"
20122,"[5.0, 5.0]","[134, 2905]","[15477.0, 16433.0]"
20123,[5.0],[4721],[16830.0]
20124,[4.0],[6059],[15451.0]
20125,"[5.0, 5.0, 1.0]","[5172, 1553, 7108]","[15649.0, 15798.0, 17676.0]"
20126,"[5.0, 5.0]","[5089, 1784]","[15447.0, 16587.0]"
20127,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3058, 3808, 1669, 6763, 6433, 2027, 7295, 663, 2636, 5238]","[15686.0, 15699.0, 15797.0, 15935.0, 15996.0, 16464.0, 16546.0, 16636.0, 16679.0, 17433.0]"
20128,[5.0],[5648],[16585.0]
20129,[5.0],[5838],[15794.0]
20130,[5.0],[5592],[16435.0]
20131,"[4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 4.0, 3.0]","[7343, 656, 1864, 1723, 659, 5770, 2496, 6086, 835, 4352, 3008, 731, 678, 805, 3490, 1032, 2455, 5915, 4516, 3956]","[15492.0, 15500.0, 15675.0, 15689.0, 15733.0, 15751.0, 15847.0, 15950.0, 16169.0, 16315.0, 16322.0, 16325.0, 16407.0, 16427.0, 16661.0, 16748.0, 16982.0, 17180.0, 17185.0, 17399.0]"
20132,[5.0],[2199],[16739.0]
20133,[4.0],[7010],[16590.0]
20134,[5.0],[5164],[15629.0]
20135,"[5.0, 5.0]","[6357, 3243]","[16271.0, 16802.0]"
